"videoid","userid","rating","rating_date"
"d5325849-bb90-4e99-b94b-e6504429b2be","ea541468-eced-48b2-97d3-a74dc24c45ee","4","2025-03-10T06:02:36.327Z"
"fbe74873-cb6c-4c7f-8791-32b8e35a6db7","ea541468-eced-48b2-97d3-a74dc24c45ee","5","2025-04-13T15:18:20.481Z"
"de9c956f-d3f9-4c44-9907-6351b5bf5d83","f9d55d7d-c046-4495-8189-17209030d8af","4","2025-01-23T10:19:45.998Z"
"0afa3e8e-c0a5-4bc3-852d-6e36f4fc1b75","f9d55d7d-c046-4495-8189-17209030d8af","5","2025-09-05T06:43:00.046Z"
"00a902a3-3d0f-417d-9db4-709b58b81234","5ea91edc-849d-4e65-9f75-d80a82c32ff0","4","2025-04-19T16:51:55.244Z"
"de9c956f-d3f9-4c44-9907-6351b5bf5d83","5ea91edc-849d-4e65-9f75-d80a82c32ff0","5","2025-02-09T14:01:25.418Z"
"cd6ef0ab-2e7a-4f11-add1-2e9d054ffffe","5ea91edc-849d-4e65-9f75-d80a82c32ff0","4","2025-01-01T05:32:49.690Z"
"67b19b65-aa7e-4885-826f-f8f493e3d056","5ea91edc-849d-4e65-9f75-d80a82c32ff0","5","2025-11-18T07:27:54.794Z"
"d3b4bf5b-afda-46f8-8e21-8cc10cb4be52","5ea91edc-849d-4e65-9f75-d80a82c32ff0","5","2025-06-08T19:13:01.594Z"
"ec9c9029-da98-467e-81ee-5a871b7be4f6","5ea91edc-849d-4e65-9f75-d80a82c32ff0","5","2025-10-17T19:06:20.191Z"
"20b8c2e7-89c3-450d-b52b-075b6d3e93a1","5ea91edc-849d-4e65-9f75-d80a82c32ff0","4","2025-09-21T09:36:35.986Z"
"2e9e4722-ad91-42cc-91cd-1ae217f11426","5ea91edc-849d-4e65-9f75-d80a82c32ff0","4","2025-06-07T13:53:50.437Z"
"0c9b65cd-c178-48d4-aa2b-c8a00b8ef5f8","5ea91edc-849d-4e65-9f75-d80a82c32ff0","5","2025-07-30T23:47:08.499Z"
"f0e47b65-ce80-4c13-89b1-083874674c78","5fb9b81d-3d82-42a5-892c-7e59e5ee72ce","4","2025-11-14T02:19:11.637Z"
"c6ddea2d-5374-4c30-b50b-9449e5f2fccf","5fb9b81d-3d82-42a5-892c-7e59e5ee72ce","5","2024-12-25T04:22:26.579Z"
"bfa3601c-41d1-4d67-8ca6-b1f6829d39b2","5fb9b81d-3d82-42a5-892c-7e59e5ee72ce","5","2025-03-07T00:10:05.838Z"
"0db33852-28ee-4c66-8636-85402cd3a3ae","ce011ffe-96f2-4700-aef1-619edd4632b2","5","2025-02-10T20:26:37.142Z"
"20b8c2e7-89c3-450d-b52b-075b6d3e93a1","ce011ffe-96f2-4700-aef1-619edd4632b2","4","2025-11-26T15:35:08.063Z"
"28bf0e39-8477-4d63-a665-b498c226e7a5","ce011ffe-96f2-4700-aef1-619edd4632b2","5","2025-07-28T15:05:14.543Z"
"65b29750-3c7f-4d42-b095-fb1b31b1695a","ce011ffe-96f2-4700-aef1-619edd4632b2","1","2025-05-21T19:56:24.688Z"
"71425a6b-7559-407a-8ded-7adb80233532","ce011ffe-96f2-4700-aef1-619edd4632b2","5","2025-09-27T17:32:00.858Z"
"f6938041-41c2-411c-9efc-8da1d3385db1","c6397d8d-271d-4c5d-aa9a-64fdefccc8e7","4","2025-03-15T00:53:15.895Z"
"3f1701b9-9ed9-449e-996f-ba69ddb21467","c6397d8d-271d-4c5d-aa9a-64fdefccc8e7","5","2025-01-31T17:53:02.060Z"
"097a630a-e8ff-443c-9472-eed641dc27a9","c6397d8d-271d-4c5d-aa9a-64fdefccc8e7","5","2025-03-15T07:53:38.462Z"
"285ea3e5-21e8-4d6e-b5b1-82300233679a","c6397d8d-271d-4c5d-aa9a-64fdefccc8e7","4","2025-08-08T14:41:17.128Z"
"f2f9941b-fcab-451c-99c2-6927ab8ea8df","f98282d8-03e9-4566-9b0f-5758994e8493","5","2025-08-02T17:11:54.683Z"
"94f0b97b-8acc-4ff4-a898-318d06b65598","f98282d8-03e9-4566-9b0f-5758994e8493","4","2025-01-10T04:20:34.683Z"
"44fc8818-c3b8-448d-9624-cc43fe732f24","f98282d8-03e9-4566-9b0f-5758994e8493","5","2025-10-19T19:59:39.513Z"
"bb4f6f6d-a2e6-4d17-9ccc-df6008fece73","f98282d8-03e9-4566-9b0f-5758994e8493","4","2025-06-18T19:10:24.811Z"
"87442b53-d1aa-450d-b50b-16800649e346","f98282d8-03e9-4566-9b0f-5758994e8493","4","2025-07-02T00:42:33.753Z"
"86dfa005-a7fe-40c2-bd24-5ebb91e30266","f98282d8-03e9-4566-9b0f-5758994e8493","5","2025-08-06T01:21:21.269Z"
"1bc6d1bf-0117-4756-a47f-221c59395182","952a1e86-4ddf-4285-8a13-56fa86e5a2a7","5","2025-07-16T06:31:06.804Z"
"9e9c0d45-2fd8-4fcb-b96d-602079568a9d","952a1e86-4ddf-4285-8a13-56fa86e5a2a7","2","2025-09-06T16:22:39.656Z"
"82f000a2-2cca-4eee-a463-94ecde20816e","952a1e86-4ddf-4285-8a13-56fa86e5a2a7","4","2025-04-03T15:00:39.222Z"
"ec81045a-028c-41c8-9212-0c38fc119bac","952a1e86-4ddf-4285-8a13-56fa86e5a2a7","5","2024-12-18T19:30:11.336Z"
"aef42031-ead8-4711-bc7f-038d14b597d2","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","4","2025-04-26T02:29:28.619Z"
"7b21d52b-939f-481b-8534-af6be4d49601","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-07-14T16:05:30.231Z"
"2b13070e-86f5-4ada-a01a-d29b7be4aa78","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","4","2025-02-24T15:44:21.663Z"
"78a35cdf-6953-4932-8270-b94ce1acf9dc","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","4","2025-08-19T07:12:07.282Z"
"740b2cf1-9c84-4bff-9169-b9537f776b20","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-06-27T10:31:49.986Z"
"42448f39-af06-4408-b293-62cff3c0282a","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","1","2025-04-28T22:45:23.582Z"
"99b13ccf-1e07-407f-bde7-eef51f4cf4bb","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-12-01T11:05:54.167Z"
"da741a3c-d1cb-4714-a2cf-ef3529a1574f","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-07-04T23:04:56.771Z"
"8a27b3bb-9662-4ff3-86db-febbc497cf0c","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-10-01T11:17:32.469Z"
"a999170d-f22a-422b-acdb-ea35b9f9fd4f","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-06-21T15:29:18.023Z"
"9344f692-9726-4039-9f4f-51f94576972a","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2024-12-25T16:02:10.335Z"
"0df82fc2-0c81-4763-91be-7f1fbec8affc","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","4","2025-11-02T05:12:15.646Z"
"8e7b0787-22fd-46db-a3f6-fc9efaf4b5d9","c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5","2025-01-03T03:24:10.361Z"
"a7cfa27f-faea-4521-83d8-f024a0d0ee35","e89b5ace-efea-4703-b5ed-a33ef5a753fb","2","2025-05-08T13:05:57.726Z"
"ae40979c-64a2-46bd-81ac-38521f97d4e2","e89b5ace-efea-4703-b5ed-a33ef5a753fb","4","2025-05-03T14:04:10.877Z"
"825c846c-230f-4f9a-8008-926476ab2bf2","e89b5ace-efea-4703-b5ed-a33ef5a753fb","5","2025-09-17T04:35:18.388Z"
"7670ea23-068e-4076-a8a9-773b1a807cf7","e89b5ace-efea-4703-b5ed-a33ef5a753fb","5","2025-04-27T15:59:23.188Z"
"5ede4483-074d-450f-9fc7-3525c7f7de0b","e89b5ace-efea-4703-b5ed-a33ef5a753fb","5","2025-01-11T22:00:05.127Z"
"c71932fa-d313-4fa8-8cc1-0067d7aabbeb","e89b5ace-efea-4703-b5ed-a33ef5a753fb","5","2025-03-16T07:26:33.138Z"
"2fcd6df9-3488-408c-b9fe-a7df7c404771","e89b5ace-efea-4703-b5ed-a33ef5a753fb","5","2025-08-15T05:48:36.075Z"
"34b9094d-9b02-4e7b-8313-93a2320dfec0","e89b5ace-efea-4703-b5ed-a33ef5a753fb","4","2025-01-25T02:28:59.299Z"
"652c3e6b-4f88-4a5e-bf99-835c11228692","e89b5ace-efea-4703-b5ed-a33ef5a753fb","4","2025-07-18T18:36:55.495Z"
"e57af78c-53a7-4059-8fa6-eb260f5f69a1","6146ce71-b657-4a60-bfc1-ddcf4358f014","4","2025-09-20T14:39:23.118Z"
"da1fde58-cbc4-4c21-86f9-70c26f32a1ce","6146ce71-b657-4a60-bfc1-ddcf4358f014","5","2025-02-04T23:13:37.207Z"
"fcb54b86-e3eb-4655-a3d9-706aeae94229","6146ce71-b657-4a60-bfc1-ddcf4358f014","5","2025-04-25T21:57:33.991Z"
"325fcfd0-e079-45e1-9ef2-93b04cc434e0","6146ce71-b657-4a60-bfc1-ddcf4358f014","5","2025-04-20T21:24:52.449Z"
"c674dd4b-4cc5-4394-a054-ec46b72c6a96","6146ce71-b657-4a60-bfc1-ddcf4358f014","2","2025-08-10T00:22:57.562Z"
"2678cd3e-616f-4f0f-b9d5-06fe76ef8b13","ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5","2025-10-17T12:44:03.835Z"
"3f1701b9-9ed9-449e-996f-ba69ddb21467","ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5","2025-08-25T07:33:12.991Z"
"c40d1f13-9df9-4737-a41b-1c016dbd6ce8","ff5672ca-10c7-4d10-b920-e53e4a34ca4f","3","2025-12-11T11:24:58.109Z"
"4f4a7059-4913-4493-aabd-ecd7089fd54d","ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5","2025-06-11T00:28:47.850Z"
"2864a880-1162-4fd4-b2e9-105066bd7534","ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5","2025-02-22T19:35:44.674Z"
"d06b107c-2b1a-474e-8078-25cc3c98c8e9","39870309-0193-44b0-a15b-5e59cd23079b","5","2025-02-05T11:52:33.303Z"
"b29ef5ab-abfd-4c03-9518-f0cbee90199b","39870309-0193-44b0-a15b-5e59cd23079b","5","2025-09-05T18:28:10.846Z"
"0389e2f5-2e8d-4259-ac25-99d239af0752","39870309-0193-44b0-a15b-5e59cd23079b","5","2025-11-27T21:12:24.629Z"
"12dc9be4-60c3-4b8f-8150-185e21661efb","81e21177-c908-4ebd-bf5b-80928c1ad9fd","4","2024-12-31T17:58:53.703Z"
"9e55ac0f-e21e-4a16-9512-e0831ee083c1","81e21177-c908-4ebd-bf5b-80928c1ad9fd","4","2025-03-01T20:53:19.740Z"
"47020f33-0c5e-4743-9425-2620c03c300e","81e21177-c908-4ebd-bf5b-80928c1ad9fd","4","2025-10-03T04:27:50.589Z"
"bceceba2-5638-4e0a-b29f-3a8f56e86533","81e21177-c908-4ebd-bf5b-80928c1ad9fd","4","2025-11-06T18:24:59.350Z"
"1f735007-cb30-4c08-87af-794715046ae0","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","5","2025-04-12T12:13:39.976Z"
"2496b7aa-b402-428e-9f4f-4108fe586bf3","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","5","2025-04-10T11:50:28.777Z"
"9a52a2ed-9906-4c93-b1a0-62286cbb0a74","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","5","2025-05-12T16:31:37.394Z"
"422ec690-b889-4850-8b0a-8ae3519bb949","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","5","2025-10-12T01:26:40.420Z"
"04f79238-e71c-44e4-afe3-708970a8e529","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","4","2025-06-09T03:29:57.491Z"
"b2cf98fd-4dc2-44a8-9bad-8779799201a6","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","4","2024-12-31T14:47:58.019Z"
"8fc9d4ca-daf8-4233-bb65-cb4368b90c48","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","5","2025-08-11T12:21:54.258Z"
"68833468-70be-42a2-af51-efc0eb0c02af","a7cc2fc1-169a-42d9-97e0-5c12340c1aca","5","2025-04-01T17:46:11.997Z"
"b4fde187-19f5-4bdc-a3e2-0e3362634b83","cfe00395-8ba8-4d40-a7b8-b822426a14fe","5","2025-10-29T03:05:24.001Z"
"2babaf16-fd9d-457d-a303-5d2d9263a230","cfe00395-8ba8-4d40-a7b8-b822426a14fe","5","2025-01-04T16:49:45.288Z"
"d65861dc-b67e-4a7a-9b41-c7960898264f","cfe00395-8ba8-4d40-a7b8-b822426a14fe","4","2025-08-14T17:46:27.652Z"
"304a0278-1a26-45e3-9aae-c4927a7ae817","cfe00395-8ba8-4d40-a7b8-b822426a14fe","4","2025-03-28T00:44:30.309Z"
"c7a644c4-228b-4df3-835e-7b7d93c0a53c","cfe00395-8ba8-4d40-a7b8-b822426a14fe","5","2025-10-06T04:38:03.453Z"
"333e0843-1648-46c9-9f22-79d87136ef31","cfe00395-8ba8-4d40-a7b8-b822426a14fe","4","2025-05-26T20:00:05.442Z"
"de09811b-5715-42d5-9458-2a00a86c1e60","cfe00395-8ba8-4d40-a7b8-b822426a14fe","4","2025-05-13T08:17:07.536Z"
"5abdf541-f76b-47d8-bab6-faa950b7499c","cfe00395-8ba8-4d40-a7b8-b822426a14fe","4","2025-05-27T20:24:58.859Z"
"31c500f1-880d-4457-b0b8-cf6a8b9746f6","cfe00395-8ba8-4d40-a7b8-b822426a14fe","5","2025-12-02T14:03:12.387Z"
"9af7749d-80d5-453a-934e-57db0225448c","5bce5e51-b830-46f1-9c99-b854827decb4","3","2025-04-21T01:42:15.377Z"
"93d9d94e-bfe4-4314-9dd6-ca6f24c8d64e","5bce5e51-b830-46f1-9c99-b854827decb4","5","2025-02-24T11:23:07.615Z"
"57eff349-6d7b-4230-b930-77cc4e33d54b","5bce5e51-b830-46f1-9c99-b854827decb4","5","2025-08-28T00:17:48.667Z"
"c6987cc0-4adb-4bb1-aced-048cf0bec414","5bce5e51-b830-46f1-9c99-b854827decb4","5","2025-05-01T09:51:55.994Z"
"e05b930e-a398-4167-9289-c2737befe2df","5bce5e51-b830-46f1-9c99-b854827decb4","5","2025-10-05T10:39:03.827Z"
"216bddb7-ea53-410b-8358-e52a3eebbdc2","5bce5e51-b830-46f1-9c99-b854827decb4","4","2025-03-25T15:48:00.583Z"
"55598b75-8c55-43db-9f6d-0417f83513a4","5bce5e51-b830-46f1-9c99-b854827decb4","5","2025-01-17T09:56:35.505Z"
"7a68840a-2858-48e8-9f2d-2cf48e720337","5bce5e51-b830-46f1-9c99-b854827decb4","4","2025-05-22T06:51:09.744Z"
"fe2cfce6-1d0c-46bb-a72b-27e4e605c3fd","5bce5e51-b830-46f1-9c99-b854827decb4","5","2025-05-24T12:23:22.215Z"
"0df82fc2-0c81-4763-91be-7f1fbec8affc","5bce5e51-b830-46f1-9c99-b854827decb4","4","2025-12-16T16:34:56.082Z"
"20b8c2e7-89c3-450d-b52b-075b6d3e93a1","aa53499f-5042-46f4-88ba-b11f714973f2","5","2025-02-22T03:37:43.686Z"
"4969b3bc-f572-4ec9-b65f-c855e76f3110","aa53499f-5042-46f4-88ba-b11f714973f2","4","2025-04-04T12:52:35.330Z"
"fbe74873-cb6c-4c7f-8791-32b8e35a6db7","aa53499f-5042-46f4-88ba-b11f714973f2","5","2025-01-24T17:08:21.090Z"
"2fcd6df9-3488-408c-b9fe-a7df7c404771","aa53499f-5042-46f4-88ba-b11f714973f2","4","2025-04-17T00:15:27.882Z"
"bf91cdd6-318e-4a49-9866-270afc194b85","aa53499f-5042-46f4-88ba-b11f714973f2","4","2025-04-05T05:17:57.832Z"
"216bddb7-ea53-410b-8358-e52a3eebbdc2","aa53499f-5042-46f4-88ba-b11f714973f2","5","2025-05-30T02:34:52.014Z"
"d9b46cd0-2223-4918-9883-ee4726ec5253","aa53499f-5042-46f4-88ba-b11f714973f2","5","2025-09-06T08:39:05.029Z"
"8d64f720-9dcf-472e-86c8-8d45038591cf","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","4","2025-02-17T02:33:31.077Z"
"e45febc1-f2a2-4c66-9ac4-4b9a902a3cc6","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","5","2025-05-29T08:59:05.590Z"
"bec50891-7eb6-4c97-858b-45c5ce38abe7","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","5","2025-05-30T13:13:18.627Z"
"49253dd9-5a41-4868-85b4-474ffd0fe6e6","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","5","2025-09-09T16:52:16.006Z"
"1aa6b943-32a2-4cb3-89b4-ba397774bc3a","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","2","2025-11-16T04:43:14.719Z"
"94d74674-266e-4c55-81e5-7c5bb7b117c3","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","4","2025-07-30T19:25:51.902Z"
"467c1053-4ecf-4476-b95d-4ca13cd89ebf","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","5","2025-05-26T02:22:28.663Z"
"2a2e951a-47b3-4c46-b632-bf2d03ef1920","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","5","2025-08-08T19:13:30.211Z"
"9fc7ee61-fe5d-4a6d-b6c5-311f34cf9fb3","88b0c470-2f7b-4de0-bd57-6a7cba1f72cf","5","2025-10-03T07:41:42.894Z"
"910cd6d8-499c-40fc-81b0-e1add5c59903","86481ff5-b34e-4df0-af87-9525785561a1","4","2025-01-08T04:34:39.293Z"
"bfd924aa-9fec-48a6-b525-a0814fe7a84a","86481ff5-b34e-4df0-af87-9525785561a1","5","2025-08-20T09:13:38.789Z"
