"userid","commentid","videoid","comment","sentiment_score"
"1169594e-9b45-4d2d-b8a2-804f4d488969","5e3c324e-dc48-11f0-be0e-62bc60f3bc09","99b13ccf-1e07-407f-bde7-eef51f4cf4bb","Excellent explanation of the architecture. Very clear and concise.","1.0"
"9d543427-2ca7-4d45-a9b1-6dc73270cec8","5e3c32d0-dc48-11f0-be0e-62bc60f3bc09","09d305e9-8bed-48e1-a74d-4ba1220164e2","Clear and well-explained. Astra is fascinating.","0.838"
"42f7440c-f7b9-40d0-a504-c01668f6c54c","5e3c3348-dc48-11f0-be0e-62bc60f3bc09","fcb54b86-e3eb-4655-a3d9-706aeae94229","Great tutorial! Really helped me understand NoSQL.","0.587"
"88b3230f-0806-4d1e-8b69-18c608bf6277","5e3c33d4-dc48-11f0-be0e-62bc60f3bc09","57eff349-6d7b-4230-b930-77cc4e33d54b","Excellent explanation of scaling. Very clear and concise.","0.618"
"aa53499f-5042-46f4-88ba-b11f714973f2","5e3c344c-dc48-11f0-be0e-62bc60f3bc09","492cfeb6-1f74-445c-a065-968691a398d8","Amazing demo! the architecture seems really powerful.","0.529"
"d0806544-ab76-443b-8365-6e0bca5c6675","5e3c34ce-dc48-11f0-be0e-62bc60f3bc09","82f000a2-2cca-4eee-a463-94ecde20816e","Great tutorial! Really helped me understand performance optimization.","0.888"
"7db085d9-c5e2-456e-83db-7a8108fcceb8","5e3c3546-dc48-11f0-be0e-62bc60f3bc09","af25db2b-bc4c-4341-b633-39ac75793e13","Great tutorial! Really helped me understand CQL.","0.663"
"229a1e67-bc6e-461f-856c-6558ab0b71b6","5e3c35d2-dc48-11f0-be0e-62bc60f3bc09","e57af78c-53a7-4059-8fa6-eb260f5f69a1","Great tutorial! Really helped me understand CQL.","0.952"
"1b81adc7-83bf-40e9-b3bd-607763b4b9c3","5e3c3668-dc48-11f0-be0e-62bc60f3bc09","a999170d-f22a-422b-acdb-ea35b9f9fd4f","Clear and well-explained. data modeling is fascinating.","0.833"
"a824b122-0048-471a-902c-2e060cb5a705","5e3c36fe-dc48-11f0-be0e-62bc60f3bc09","bfa3601c-41d1-4d67-8ca6-b1f6829d39b2","This video on vector search was super helpful. Keep up the great work!","0.865"
"ae2e35b7-ed71-4afb-a537-e98b8f47b5f3","5e3c3794-dc48-11f0-be0e-62bc60f3bc09","a8eee33d-cf31-4e8b-9978-a0bd20676db2","Excellent explanation of Astra. Very clear and concise.","0.65"
"ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5e3c382a-dc48-11f0-be0e-62bc60f3bc09","3819cdfb-3fd1-4e77-9a3b-b7b7d2d8c176","Great tutorial! Really helped me understand CQL.","0.823"
"5ea91edc-849d-4e65-9f75-d80a82c32ff0","5e3c38b6-dc48-11f0-be0e-62bc60f3bc09","42bf0fc8-c29a-469c-8e80-88f7898d2282","Thanks for sharing this. NoSQL is exactly what I needed.","0.552"
"28432ac3-5edd-4847-9761-4323472e5d57","5e3c3956-dc48-11f0-be0e-62bc60f3bc09","d1470c58-3f9f-45f3-aec9-0fc5ce4010e8","Love the content! distributed databases makes so much more sense now.","0.755"
"86481ff5-b34e-4df0-af87-9525785561a1","5e3c39ec-dc48-11f0-be0e-62bc60f3bc09","fe2cfce6-1d0c-46bb-a72b-27e4e605c3fd","Amazing demo! vector search seems really powerful.","0.873"
"2fd9689b-b183-4f30-a15a-4d29d959a1fe","5e3c3a5a-dc48-11f0-be0e-62bc60f3bc09","9344f692-9726-4039-9f4f-51f94576972a","Love the content! Cassandra makes so much more sense now.","0.845"
"ce011ffe-96f2-4700-aef1-619edd4632b2","5e3c3ad2-dc48-11f0-be0e-62bc60f3bc09","7670ea23-068e-4076-a8a9-773b1a807cf7","Great tutorial! Really helped me understand distributed databases.","0.667"
"926cbf70-3f16-4da9-a4a7-fc0b4e50c02d","5e3c3b4a-dc48-11f0-be0e-62bc60f3bc09","bfd924aa-9fec-48a6-b525-a0814fe7a84a","Love the content! Astra makes so much more sense now.","0.798"
"505ee18c-b9a1-4b61-ab21-9edf79d067d9","5e3c3bb8-dc48-11f0-be0e-62bc60f3bc09","17e69b48-1999-4654-b4f3-b2c74625df8f","Clear and well-explained. CQL is fascinating.","0.827"
"9470a54b-2fa7-4593-9fe9-f4aae9a3799e","5e3c3c30-dc48-11f0-be0e-62bc60f3bc09","01105d50-9a00-447f-a263-bbdb94058876","Amazing demo! data modeling seems really powerful.","0.834"
"ea541468-eced-48b2-97d3-a74dc24c45ee","5e3c3ca8-dc48-11f0-be0e-62bc60f3bc09","d3284e47-8bae-423a-b1d0-322e1494583f","Clear and well-explained. Cassandra is fascinating.","0.642"
"d0806544-ab76-443b-8365-6e0bca5c6675","5e3c3d20-dc48-11f0-be0e-62bc60f3bc09","d1a6d047-dd5c-4ba3-8464-ab3741386855","Clear and well-explained. consistency is fascinating.","0.715"
"95a78aa3-73b6-418a-8603-f9072513643d","5e3c3dac-dc48-11f0-be0e-62bc60f3bc09","3be56674-23fb-4f12-87c6-2b66b214aabe","Thanks for sharing this. vector search is exactly what I needed.","0.832"
"03e8c127-3fa3-4852-9f41-881084a699e9","5e3c3e42-dc48-11f0-be0e-62bc60f3bc09","62cda145-5ef0-4a6a-9387-225e3cdd2b70","Amazing demo! data modeling seems really powerful.","0.717"
"aa53499f-5042-46f4-88ba-b11f714973f2","5e3c3ed8-dc48-11f0-be0e-62bc60f3bc09","58f10ba1-de45-4e34-a157-02091000ffa0","This video on vector search was super helpful. Keep up the great work!","0.545"
"ce688a50-29af-4d04-bd4c-bff0833b4d1a","5e3c3f82-dc48-11f0-be0e-62bc60f3bc09","d3284e47-8bae-423a-b1d0-322e1494583f","Amazing demo! distributed databases seems really powerful.","0.603"
"6115e922-50c1-4e9d-90f7-5d65cb69a904","5e3c4004-dc48-11f0-be0e-62bc60f3bc09","1af16169-aebe-4519-a3f4-c9565e60dbd5","Thanks for sharing this. the architecture is exactly what I needed.","0.576"
"229a1e67-bc6e-461f-856c-6558ab0b71b6","5e3c409a-dc48-11f0-be0e-62bc60f3bc09","9af7749d-80d5-453a-934e-57db0225448c","Amazing demo! consistency seems really powerful.","0.563"
"6cd30519-d443-4842-bea9-0261a40a765c","5e3c4130-dc48-11f0-be0e-62bc60f3bc09","cbcee4b3-1b8d-438e-acab-25adae7e195b","This video on data modeling was super helpful. Keep up the great work!","0.76"
"e89b5ace-efea-4703-b5ed-a33ef5a753fb","5e3c41da-dc48-11f0-be0e-62bc60f3bc09","9b9d4005-0879-49ac-95b9-6702256cbf10","Excellent explanation of scaling. Very clear and concise.","0.779"
"1b81adc7-83bf-40e9-b3bd-607763b4b9c3","5e3c4270-dc48-11f0-be0e-62bc60f3bc09","68833468-70be-42a2-af51-efc0eb0c02af","Thanks for covering scaling. Looking forward to more content!","0.872"
"41d11b28-cfb2-4628-b7b4-4792608c3975","5e3c42f2-dc48-11f0-be0e-62bc60f3bc09","3b81fb28-00f2-4488-a8a0-94c0a2e7351b","Amazing demo! CQL seems really powerful.","0.611"
"8c985e23-5c7d-4bf6-91d3-d0e5ed7f2ab4","5e3c437e-dc48-11f0-be0e-62bc60f3bc09","12f4cdae-1189-47de-815c-6ac018d3853f","Thanks for covering scaling. Looking forward to more content!","0.661"
"3b1dd7d0-57ac-4e56-ab0c-5e29bdce4517","5e3c4414-dc48-11f0-be0e-62bc60f3bc09","2babaf16-fd9d-457d-a303-5d2d9263a230","Thanks for sharing this. NoSQL is exactly what I needed.","0.814"
"ce52a4a8-00e9-472a-99cb-16c5d5400117","5e3c44aa-dc48-11f0-be0e-62bc60f3bc09","e2f032e1-e893-46ee-a120-e54f52f4706b","Great tutorial! Really helped me understand Astra.","0.729"
"81e21177-c908-4ebd-bf5b-80928c1ad9fd","5e3c4536-dc48-11f0-be0e-62bc60f3bc09","d3bb28ca-cfc1-4ffc-92ba-90040c80d0eb","Clear and well-explained. this topic is fascinating.","0.648"
"ea541468-eced-48b2-97d3-a74dc24c45ee","5e3c45a4-dc48-11f0-be0e-62bc60f3bc09","f6938041-41c2-411c-9efc-8da1d3385db1","Thanks for covering performance optimization. Looking forward to more content!","0.624"
"1ca0d89b-8851-4562-a993-0e3f22288718","5e3c461c-dc48-11f0-be0e-62bc60f3bc09","20c0ae29-4195-4e28-ab0c-bdb011358405","Great tutorial! Really helped me understand this topic.","0.592"
"ae2e35b7-ed71-4afb-a537-e98b8f47b5f3","5e3c4694-dc48-11f0-be0e-62bc60f3bc09","76ca851b-de44-4aed-91e7-6eebc9ec2659","Thanks for sharing this. the architecture is exactly what I needed.","0.674"
"185062b4-fecc-40fc-9e57-5d721782639e","5e3c4702-dc48-11f0-be0e-62bc60f3bc09","a8388ffa-9a98-46a8-8550-a3396dff3182","Excellent explanation of Astra. Very clear and concise.","0.666"
"255564d6-2ab2-452f-af52-170bb530e898","5e3c477a-dc48-11f0-be0e-62bc60f3bc09","a35c3655-e365-46ea-9173-806288336743","Clear and well-explained. vector search is fascinating.","0.735"
"59300018-f41c-4e91-87e8-5e2f7b2840cf","5e3c47f2-dc48-11f0-be0e-62bc60f3bc09","24ed73f2-3b95-44df-a0fe-44d35d40c764","Thanks for sharing this. Astra is exactly what I needed.","0.477"
"340b48f2-4005-4501-86dc-96d0100b6463","5e3c4860-dc48-11f0-be0e-62bc60f3bc09","93d9d94e-bfe4-4314-9dd6-ca6f24c8d64e","Love the content! NoSQL makes so much more sense now.","0.664"
"1ca0d89b-8851-4562-a993-0e3f22288718","5e3c48d8-dc48-11f0-be0e-62bc60f3bc09","8d7bcae7-918c-491a-9fa2-c55f80d4de0e","Amazing demo! data modeling seems really powerful.","0.484"
"c0fc2643-449d-49c5-ba1e-22900516c186","5e3c4950-dc48-11f0-be0e-62bc60f3bc09","ebf7d9f2-6567-444e-88ef-dec1a3dec3d3","Amazing demo! NoSQL seems really powerful.","0.928"
"ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5e3c49be-dc48-11f0-be0e-62bc60f3bc09","67b19b65-aa7e-4885-826f-f8f493e3d056","Love the content! the architecture makes so much more sense now.","0.653"
"baba2270-2a17-407a-9353-ae43c623b05a","5e3c4a36-dc48-11f0-be0e-62bc60f3bc09","d971602b-71f0-4483-9923-b478eedc9353","Excellent explanation of scaling. Very clear and concise.","0.594"
"2fd9689b-b183-4f30-a15a-4d29d959a1fe","5e3c4ab8-dc48-11f0-be0e-62bc60f3bc09","f40ff967-89f3-4cd3-a0f7-f623c319dbaf","Thanks for sharing this. scaling is exactly what I needed.","0.352"
"4cbf9a9c-0b93-4af9-8267-0937fbd40411","5e3c4b4e-dc48-11f0-be0e-62bc60f3bc09","f6c7a008-4f4c-4810-9a81-28e1fee13a15","Amazing demo! Cassandra seems really powerful.","0.639"
"3bd81250-5430-4243-9fac-c2c8bbb2c075","5e3c4bda-dc48-11f0-be0e-62bc60f3bc09","3b07691d-5f24-4f2c-8f1b-d239fd103b46","This video on distributed databases was super helpful. Keep up the great work!","0.772"
"533e84a2-9e6a-41d8-b8bf-62cf44cd6bfd","5e3c4c48-dc48-11f0-be0e-62bc60f3bc09","c18bd58d-7903-4020-a88d-2fd348238f59","Thanks for sharing this. NoSQL is exactly what I needed.","0.739"
"2fd9689b-b183-4f30-a15a-4d29d959a1fe","5e3c4cde-dc48-11f0-be0e-62bc60f3bc09","fa3e780e-cca9-4b33-b934-f8228de29a9b","Great tutorial! Really helped me understand scaling.","0.643"
"ab8c869d-d5c6-4972-83ae-d408963d2627","5e3c4d6a-dc48-11f0-be0e-62bc60f3bc09","b608f1a9-e534-466b-93df-731787a5cf03","Clear and well-explained. CQL is fascinating.","0.848"
"45815f47-a5bb-4b8c-bbf7-3405ed568ac1","5e3c4dec-dc48-11f0-be0e-62bc60f3bc09","fa3e780e-cca9-4b33-b934-f8228de29a9b","Thanks for covering Cassandra. Looking forward to more content!","0.941"
"5fc4c09b-4b45-452a-b380-77c56a1e761b","5e3c4e5a-dc48-11f0-be0e-62bc60f3bc09","fffa75e2-2a06-4cac-b5e2-ad228e9671cf","Thanks for covering performance optimization. Looking forward to more content!","0.646"
"f2edfeb9-1d84-418c-b519-47b0595aacba","5e3c4ee6-dc48-11f0-be0e-62bc60f3bc09","80ccb73c-b54b-4e12-bf09-c4ae22c4ca2e","This video on NoSQL was super helpful. Keep up the great work!","0.943"
"8c985e23-5c7d-4bf6-91d3-d0e5ed7f2ab4","5e3c4f68-dc48-11f0-be0e-62bc60f3bc09","1e318909-5396-4e19-ae82-64401598973d","This video on Astra was super helpful. Keep up the great work!","0.615"
"255564d6-2ab2-452f-af52-170bb530e898","5e3c4fe0-dc48-11f0-be0e-62bc60f3bc09","4492263e-c1d3-4a84-900d-1d1196029c14","Clear and well-explained. the architecture is fascinating.","0.524"
"a0eafe2e-8782-460c-b91a-a84a8e1cd864","5e3c504e-dc48-11f0-be0e-62bc60f3bc09","d59261b7-b7e1-4417-8f85-003a5064a144","This video on performance optimization was super helpful. Keep up the great work!","0.773"
"1169594e-9b45-4d2d-b8a2-804f4d488969","5e3c50bc-dc48-11f0-be0e-62bc60f3bc09","712240ac-2b0d-42a6-9371-be01ad4a8001","Thanks for sharing this. consistency is exactly what I needed.","0.787"
"9d543427-2ca7-4d45-a9b1-6dc73270cec8","5e3c5148-dc48-11f0-be0e-62bc60f3bc09","a56ca583-df86-44f8-868d-32dda035d8ef","Love the content! data modeling makes so much more sense now.","0.71"
"6cd30519-d443-4842-bea9-0261a40a765c","5e3c51de-dc48-11f0-be0e-62bc60f3bc09","9a60a0f2-127d-46f8-9dab-8aecabf2ed0a","Clear and well-explained. data modeling is fascinating.","0.581"
"e3b7eeb5-5680-47d9-b3bf-d42d1b22291d","5e3c5260-dc48-11f0-be0e-62bc60f3bc09","d06b107c-2b1a-474e-8078-25cc3c98c8e9","Thanks for covering Astra. Looking forward to more content!","0.841"
"1169594e-9b45-4d2d-b8a2-804f4d488969","5e3c52e2-dc48-11f0-be0e-62bc60f3bc09","d3284e47-8bae-423a-b1d0-322e1494583f","This video on vector search was super helpful. Keep up the great work!","0.634"
"1169594e-9b45-4d2d-b8a2-804f4d488969","5e3c536e-dc48-11f0-be0e-62bc60f3bc09","a73ef787-f26b-481b-b729-74f5281a91e5","This video on Cassandra was super helpful. Keep up the great work!","0.671"
"59300018-f41c-4e91-87e8-5e2f7b2840cf","5e3c5404-dc48-11f0-be0e-62bc60f3bc09","51dfebfa-2236-4234-874a-f29335746ca4","Excellent explanation of CQL. Very clear and concise.","0.762"
"8c985e23-5c7d-4bf6-91d3-d0e5ed7f2ab4","5e3c5472-dc48-11f0-be0e-62bc60f3bc09","94f0b97b-8acc-4ff4-a898-318d06b65598","Excellent explanation of consistency. Very clear and concise.","0.497"
"1e13b0e8-058a-4631-bf63-d015275f55ca","5e3c54e0-dc48-11f0-be0e-62bc60f3bc09","9a60a0f2-127d-46f8-9dab-8aecabf2ed0a","Love the content! distributed databases makes so much more sense now.","0.74"
"fdbae02d-5db2-4af8-acdb-09e6596b1a08","5e3c554e-dc48-11f0-be0e-62bc60f3bc09","db31ad1e-ced8-4473-af43-c75b1eb6d341","Clear and well-explained. data modeling is fascinating.","0.718"
"53954cef-bd6b-4343-9336-8a02d240472e","5e3c55c6-dc48-11f0-be0e-62bc60f3bc09","17e69b48-1999-4654-b4f3-b2c74625df8f","Clear and well-explained. scaling is fascinating.","0.591"
"03e8c127-3fa3-4852-9f41-881084a699e9","5e3c5634-dc48-11f0-be0e-62bc60f3bc09","27e79371-bc27-45bd-a739-1d8ef038b77f","Thanks for sharing this. data modeling is exactly what I needed.","0.791"
"40d03633-bedb-485e-8ad6-b34d32bc66ed","5e3c56ac-dc48-11f0-be0e-62bc60f3bc09","28bf0e39-8477-4d63-a665-b498c226e7a5","This video on consistency was super helpful. Keep up the great work!","0.549"
"d0806544-ab76-443b-8365-6e0bca5c6675","5e3c571a-dc48-11f0-be0e-62bc60f3bc09","30d15be7-2877-4efb-9952-f8ac98d4a29b","Great tutorial! Really helped me understand performance optimization.","0.583"
"ff5672ca-10c7-4d10-b920-e53e4a34ca4f","5e3c5792-dc48-11f0-be0e-62bc60f3bc09","0bf00128-5f36-4300-89cc-33da32caeefe","Amazing demo! data modeling seems really powerful.","0.856"
"f06c2941-cc39-4a83-b11e-4e32feb360b2","5e3c5800-dc48-11f0-be0e-62bc60f3bc09","03d0b8c1-831d-407d-b51a-0677e5f50596","Great tutorial! Really helped me understand vector search.","0.731"
"1169594e-9b45-4d2d-b8a2-804f4d488969","5e3c5878-dc48-11f0-be0e-62bc60f3bc09","f0d30e27-3100-4e31-9639-fee1eea772fe","Love the content! consistency makes so much more sense now.","0.668"
"952a1e86-4ddf-4285-8a13-56fa86e5a2a7","5e3c58e6-dc48-11f0-be0e-62bc60f3bc09","afe74c66-921c-43be-b49d-a278e74539fb","Amazing demo! distributed databases seems really powerful.","0.677"
"59300018-f41c-4e91-87e8-5e2f7b2840cf","5e3c595e-dc48-11f0-be0e-62bc60f3bc09","5cb96844-04a3-4599-b04f-881049041b5b","Excellent explanation of Cassandra. Very clear and concise.","0.49"
"5f89dddc-f91a-4a4a-9730-3476e140aa3c","5e3c59cc-dc48-11f0-be0e-62bc60f3bc09","a1dc58e5-76aa-4b7a-b237-92bbbd96588b","Excellent explanation of scaling. Very clear and concise.","0.474"
"b389406a-6a06-4942-beee-11dfc88e1c77","5e3c5a4e-dc48-11f0-be0e-62bc60f3bc09","72f1f3cc-4978-4a35-aa24-259ada2d8a90","Thanks for sharing this. consistency is exactly what I needed.","0.751"
"03e8c127-3fa3-4852-9f41-881084a699e9","5e3c5ae4-dc48-11f0-be0e-62bc60f3bc09","557b7091-baee-4651-99a9-3e29359f9659","Great tutorial! Really helped me understand NoSQL.","0.78"
"b833e3df-35d5-44e1-b91e-295411730ba9","5e3c5b7a-dc48-11f0-be0e-62bc60f3bc09","0a363dfd-eba0-48ca-a785-0590c203bb6d","Love the content! the architecture makes so much more sense now.","0.953"
"f06c2941-cc39-4a83-b11e-4e32feb360b2","5e3c5bf2-dc48-11f0-be0e-62bc60f3bc09","cc764912-6446-4e1e-a942-c2b5adb7ba0a","Thanks for covering NoSQL. Looking forward to more content!","0.911"
"5ea91edc-849d-4e65-9f75-d80a82c32ff0","5e3c5c6a-dc48-11f0-be0e-62bc60f3bc09","d4e968d3-b9cb-4cdc-83a0-ebe9dbfeca74","Amazing demo! NoSQL seems really powerful.","0.749"
"6bc1e32e-693b-4d83-b2e3-e72d76a39673","5e3c5cd8-dc48-11f0-be0e-62bc60f3bc09","972a131b-d155-4e2c-84e7-c8f764e3d9da","Clear and well-explained. vector search is fascinating.","0.687"
"5eb04572-882e-461a-b5cd-e7250082ae2d","5e3c5d64-dc48-11f0-be0e-62bc60f3bc09","f0d30e27-3100-4e31-9639-fee1eea772fe","Thanks for covering consistency. Looking forward to more content!","0.382"
"6f5404ed-804a-4a94-92c7-ac7e9780f7e5","5e3c5dfa-dc48-11f0-be0e-62bc60f3bc09","93b30b3b-315a-4267-8a3f-638fadbe9936","Love the content! data modeling makes so much more sense now.","0.691"
"a8a77e5b-4851-40da-94d5-bf052b1f97b2","5e3c5e7c-dc48-11f0-be0e-62bc60f3bc09","9b9d4005-0879-49ac-95b9-6702256cbf10","Love the content! Astra makes so much more sense now.","0.64"
"eb01e2e5-a6f9-4860-901a-a355ff50388f","5e3c5efe-dc48-11f0-be0e-62bc60f3bc09","76ca851b-de44-4aed-91e7-6eebc9ec2659","Love the content! NoSQL makes so much more sense now.","0.475"
"e4dae5ea-e065-46f0-9fc9-ea18af15f881","5e3c5f94-dc48-11f0-be0e-62bc60f3bc09","5abdf541-f76b-47d8-bab6-faa950b7499c","Amazing demo! this topic seems really powerful.","0.78"
"40cd6c9f-7a71-4ae4-b632-c00dc22cbac3","5e3c6020-dc48-11f0-be0e-62bc60f3bc09","5ede4483-074d-450f-9fc7-3525c7f7de0b","Clear and well-explained. NoSQL is fascinating.","0.53"
"3b6a9cf7-26f1-4985-a29d-180166f5b0e0","5e3c60a2-dc48-11f0-be0e-62bc60f3bc09","2babaf16-fd9d-457d-a303-5d2d9263a230","Amazing demo! the architecture seems really powerful.","0.496"
"49b48fbe-ea88-48f5-99ad-75e12438c881","5e3c6138-dc48-11f0-be0e-62bc60f3bc09","62cda145-5ef0-4a6a-9387-225e3cdd2b70","Great tutorial! Really helped me understand CQL.","0.831"
"f3226358-1705-460d-8a0e-507e128be6aa","5e3c61ce-dc48-11f0-be0e-62bc60f3bc09","04f79238-e71c-44e4-afe3-708970a8e529","Thanks for sharing this. distributed databases is exactly what I needed.","0.516"
"2b597237-763c-424e-9369-75c73f62c65b","5e3c623c-dc48-11f0-be0e-62bc60f3bc09","725ce5dd-5c93-4116-b21d-f222670c6e6e","Amazing demo! vector search seems really powerful.","0.737"
"fb5309eb-fa61-4e13-8927-5f12a875debf","5e3c62b4-dc48-11f0-be0e-62bc60f3bc09","47020f33-0c5e-4743-9425-2620c03c300e","Amazing demo! Astra seems really powerful.","0.688"
"e89b5ace-efea-4703-b5ed-a33ef5a753fb","5e3c632c-dc48-11f0-be0e-62bc60f3bc09","c6987cc0-4adb-4bb1-aced-048cf0bec414","Excellent explanation of the architecture. Very clear and concise.","0.613"
"86481ff5-b34e-4df0-af87-9525785561a1","5e3c639a-dc48-11f0-be0e-62bc60f3bc09","200f6296-7710-4b08-8f93-ff384fd4575e","Great tutorial! Really helped me understand consistency.","0.797"
"6f5404ed-804a-4a94-92c7-ac7e9780f7e5","5e3c6412-dc48-11f0-be0e-62bc60f3bc09","b07f9efa-93ce-4591-a0b0-ead67239a291","Clear and well-explained. the architecture is fascinating.","0.891"
"88b3230f-0806-4d1e-8b69-18c608bf6277","5e3c6494-dc48-11f0-be0e-62bc60f3bc09","5c1c41df-66e7-4618-a749-309f91a0b9e6","Love the content! consistency makes so much more sense now.","0.875"
"d6c2b345-3abe-4963-a1e9-1f16e12ab657","5e3c650c-dc48-11f0-be0e-62bc60f3bc09","b9d0045b-6a9a-45b2-8d09-3e27fef54b73","This video on data modeling was super helpful. Keep up the great work!","0.739"
"e4dae5ea-e065-46f0-9fc9-ea18af15f881","5e3c657a-dc48-11f0-be0e-62bc60f3bc09","a2200b2f-9081-47a1-aa51-1c33e8a0c625","Thanks for sharing this. scaling is exactly what I needed.","0.744"
"663c1f11-34cd-4f56-8aeb-3ba72b577ba0","5e3c65f2-dc48-11f0-be0e-62bc60f3bc09","0a8b46d2-20d7-403f-ba0d-7b4ee3c1a0ed","Amazing demo! consistency seems really powerful.","0.872"
"49b48fbe-ea88-48f5-99ad-75e12438c881","5e3c6660-dc48-11f0-be0e-62bc60f3bc09","c6745f03-668b-474e-a5d4-7ebe3cd59763","Excellent explanation of Astra. Very clear and concise.","0.774"
"9d543427-2ca7-4d45-a9b1-6dc73270cec8","5e3c66d8-dc48-11f0-be0e-62bc60f3bc09","7e9cd502-735d-4e5a-a63d-ef10596e67d5","This video on CQL was super helpful. Keep up the great work!","0.715"
"4f8c549c-d2db-40f6-b825-17223074bdbf","5e3c6746-dc48-11f0-be0e-62bc60f3bc09","1f148ce0-810e-4c4e-bc5e-8729c2e8abec","Amazing demo! this topic seems really powerful.","0.874"
"ad6aaaa9-a9a0-4bf2-b387-c07b20d22f18","5e3c67be-dc48-11f0-be0e-62bc60f3bc09","7e6a8442-c31a-45a8-ae79-45c7c531d434","Excellent explanation of performance optimization. Very clear and concise.","0.741"
"bb5fb2dd-89fa-4c1a-a814-b12d99745ac6","5e3c682c-dc48-11f0-be0e-62bc60f3bc09","cc764912-6446-4e1e-a942-c2b5adb7ba0a","Clear and well-explained. vector search is fascinating.","0.663"
"c82a0f84-0c5c-4e23-8543-ddb5dd57672c","5e3c68a4-dc48-11f0-be0e-62bc60f3bc09","66341db6-7172-4da7-a723-7e3ad902c477","Excellent explanation of Astra. Very clear and concise.","0.597"
"9f2b1303-7f31-4b6a-acd6-d5e4ae54b4ce","5e3c6926-dc48-11f0-be0e-62bc60f3bc09","b3c102dd-fd9e-4bea-a7da-7447300bb04c","Excellent explanation of the architecture. Very clear and concise.","0.572"
"a8a77e5b-4851-40da-94d5-bf052b1f97b2","5e3c699e-dc48-11f0-be0e-62bc60f3bc09","e1629ae3-a7a3-44b0-872c-bb102f620d37","Excellent explanation of vector search. Very clear and concise.","0.398"
"6f5404ed-804a-4a94-92c7-ac7e9780f7e5","5e3c6a16-dc48-11f0-be0e-62bc60f3bc09","c449fb05-ca4f-4707-beb9-27e00fbadbd9","Excellent explanation of NoSQL. Very clear and concise.","0.695"
"41d11b28-cfb2-4628-b7b4-4792608c3975","5e3c6a84-dc48-11f0-be0e-62bc60f3bc09","17502c19-de22-444f-9363-8e58f747e8f3","This video on Astra was super helpful. Keep up the great work!","0.872"
"6146ce71-b657-4a60-bfc1-ddcf4358f014","5e3c6afc-dc48-11f0-be0e-62bc60f3bc09","ecdbb6c1-f2b0-4054-bae5-4e57d697939f","Love the content! distributed databases makes so much more sense now.","0.641"
