videoid,added_date,description,location,location_type,name,preview_image_location,tags,userid,content_rating,category,language
a05c0c93-ec3f-45ed-9f78-a459c967a1f4,2025-06-12T05:10:07.000Z,"Join us for a session on AI foundations in financial services. How do you know you’re ready to deploy AI in production? Financial Services Institutions must consider everything from security and compliance to mission-critical production. Join us to hear how investment firm, Bay Point Advisors, built a secure, AI-powered investor portal that helps answer investors' questions faster and more accurately with custom responses. Even fund managers who had worked with their portfolios for years were surprised to see the insights!

During this session, you’ll learn how to:

--Evaluate the critical steps to ensure AI deployments in financial services are secure and compliant
--Leverage enterprise data sources (like hundreds of PDFs) to build smarter customer-facing applications
--Use advanced RAG to deliver custom, accurate answers
--Simplify deployment by leveraging a serverless architecture on Azure - cutting down on infrastructure overhead

This session is packed with hands-on insights for CTOs and architects who are navigating RAG pipelines, embedding strategies, and real production infrastructure with an eye toward the future.

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/N9lGgwvoHxg,1,AI for Financial Services: Succeeding with Agents and RAG Applications,https://i.ytimg.com/vi/N9lGgwvoHxg/maxresdefault.jpg,"{""astra"",""datastax"",""architecture""}",7b020d3c-1ffd-40d9-8ca5-d3c943b8dfe3,G,Education,en
699fde2d-d219-4787-807b-9fbed5531d5f,2025-06-11T05:13:02.000Z,"Ever wanted to go from zero to full-stack GenAI - visually and fast?

In this livestream, we’re rebuilding a resume generator app (ResumAI but with a twist. We’ll walk through how to use Langflow as the backend and Vibe Coding to wire it up to a modern, lovable frontend.

You’ll see how to prototype, connect flows to UIs, and even give the app a design glow-up using tools like Cursor and Lovable. Whether you’re a dev looking to ship faster or just curious how Langflow powers real apps, this is a great one to catch.

What you’ll learn:

Build and connect Langflow flows as an AI backend
Use vibe coding to wire up a working frontend
Modernize your UI live—make it clean, usable, and shareable

LIVESTREAM RESOURCES:
Langflow Discord: https://discord.com/invite/pwJEwqrb
Top 10 VIBE CODING TIPS: https://www.youtube.com/watch?v=L4Pe8MMhgsg

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/i2IbEWn_GOE,1,Build a Vibe-Coded AI App with Langflow,https://i.ytimg.com/vi/i2IbEWn_GOE/maxresdefault.jpg,"{""astra"",""datastax""}",6ee156ab-882f-49fb-9634-0a7c055f01bb,G,Education,en
e232a62d-f558-47f2-bedd-ac69298c7a39,2025-06-05T19:48:15.000Z,"Welcome to the era of vibe coding—where AI agents help you build faster, but coding fundamentals matter more than ever.

In this episode, David Jones Gilardi, Developer Relations Engineer at DataStax, shares his top 10 tips for coding with AI. Whether you're pair-programming with agents or building GenAI apps, these practices will help you stay in control, write better code, and avoid the common pitfalls of vibe coding.

🔥 What you'll learn:

➡️ Why frequent commits are critical when working with agents
➡️ How to structure code to avoid token overload
➡️ Automating tasks with smart scripting
➡️ Preventing destructive changes with pre-commit testing
➡️ Getting second opinions from different AI models
...and more!

🛠️ Build better with GenAI.
Subscribe for more real-world GenAI developer tips.

#GenAI #VibeCoding #AIagents #Langflow #DataStax #DevRel #CodingTips

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs

⏱️ Chapters
00:00:00 – Intro: Why vibe coding still needs discipline
00:00:19 – Tip 1: Commit frequently
00:00:57 – Tip 2: Modular code
00:01:36 – Tip 3: Use a to-do list
00:02:18 – Tip 4: Regular code audits
00:02:34 – Tip 5: Pre-commit testing
00:03:07 – Tip 6: Set rules for your agent
00:03:52 – Tip 7: Automate with scripts
00:04:10 – Tip 8: Interact with your agent
00:04:46 – Tip 9: Learn as you go
00:05:17 – Tip 10: Get a second opinion
_________",https://www.youtube.com/embed/t_mZ84-B-5Y,1,Top 10 Vibe Coding Tips for AI-Powered Development,https://i.ytimg.com/vi/t_mZ84-B-5Y/maxresdefault.jpg,"{""astra"",""datastax""}",349dfaf5-6d2f-449b-b95c-016fc6338a27,G,Education,en
beb95250-2dc3-4929-a74f-249b68198881,2025-06-05T11:02:51.000Z,"Interested in building more intelligent chatbots? This session explores how to implement Retrieval-Augmented Generation (RAG) using Firebase Genkit and Astra DB. We'll walk through how Genkit simplifies the process of developing GenAI applications by providing helpful tools for managing models, prompts, indexers, and retrieval.

We'll guide you through the essential steps of setting up your application, creating an Astra DB database, and configuring Genkit. You'll see how to bring in web data, set up indexing processes, and use the Genkit interface for testing. We'll then demonstrate how to create a RAG flow to pull relevant information from your database and generate responses using the Gemini 2.0 Flash model. Discover how straightforward it can be to build effective RAG applications with Genkit and Astra DB.

During this session, you’ll learn:

How to get started with Genkit
How to build and test RAG components with Astra DB
How to integrate Genkit flows into your application

Livestream Resources:

Free Astra Account:  dtsx.io/3FFZDbR
Genkit Docs:https://genkit.dev/
Astra DB plugin for Genkit: dtsx.io/3ZfYKgI
Blog - Build a RAG Chat App with Genkit: dtsx.io/3Zh3gf3 
Connect with Phil on LI: dtsx.io/4bq4o4N 

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/EO1FEpN4O_0,1,Build a RAG app with Firebase Genkit and Astra DB,https://i.ytimg.com/vi/EO1FEpN4O_0/maxresdefault.jpg,"{""astra"",""datastax"",""database"",""demo""}",ef2366db-7dfe-4016-855b-8b8f4b72691b,G,Education,en
9374069f-e110-4fa0-86ef-bed696a515e1,2025-05-29T04:05:11.000Z,"See how to upgrade your application’s search from basic filters to powerful, meaning-aware discovery. In this interactive code walk-through, you’ll see exactly how to wire up DataStax Astra DB’s Data API, unlock semantic search with $vectorize, combine the best of both worlds with $hybrid, and then drop in a Langflow-powered chatbot for interactive product recommendations - all with minimal code changes.

What You’ll See Built Live

--Data API Fundamentals – See category-and-tag filtering using simple MongoDB-style queries in Node.js.
--Semantic Search with $vectorize – Upgrade your search to understand meaning, freeing your users from pre-defined categories and tags.
--Hybrid Search with $hybrid – Fuse semantic similarity and keyword relevance via findAndRerank for precision results.
--Drop-In Langflow Chatbot – Embed a conversational layer with just a few lines of code—no heavy refactoring required.

Each step is demonstrated using our GitHub repo, so you can clone afterward and repeat every change at your own pace.

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/xnyawj1mYrE,1,Power Hybrid Search + Chat in Your App,https://i.ytimg.com/vi/xnyawj1mYrE/maxresdefault.jpg,"{""astra"",""search"",""demo"",""vector"",""datastax""}",9a6a2eab-2b09-42c1-a22d-a6d7dbfe21a6,G,Education,en
3d7d1021-ba66-42a9-a619-bc748b613d20,2025-05-22T05:06:48.000Z,"Want to connect your AI agents to tools, context, and data—without hardcoding everything?

MCP (Model Context Protocol) makes it easier to use tools and data in AI Agents. Let’s deep dive into Langflow 1.4, a major update to MCP functionality, where we’ll show how to expose and configure your project-based flows as MCP-compatible tools. Whether you’re orchestrating tasks across agents or powering external apps with your Langflow logic, Projects and MCP give you a powerful new way to modularize and scale your GenAI development.

If you’re using MCP in Langflow today, you definitely want to upgrade to 1.4. If you’re not, now’s the time to get into MCP.

What you’ll learn:
How Langflow Projects help you organize and scale workflows

How to expose your flows, tools & files via MCP

Use Langflow as an MCP server (and client!) with apps like Claude & Cursor

Live Demo: We’ll play Wordle… entirely over MCP

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/tU1gXBUDEBw,1,Build AI Agents with MCP in Langflow 1.4,https://i.ytimg.com/vi/tU1gXBUDEBw/maxresdefault.jpg,"{""astra"",""datastax"",""demo""}",dc455ac8-df1f-4f71-a648-d18288ddd965,G,Education,en
18f458f8-b7d6-4639-b2fb-a2da6585b1b5,2025-05-15T04:52:51.000Z,"As AI adoption accelerates across industries, the success of enterprise-scale initiatives increasingly hinges on a robust, future-proof data infrastructure. In 2025, CIOs and technology leaders face mounting pressure to align data strategy with AI-driven transformation—balancing agility, governance, scalability, and cost-efficiency.

Join us for AI-Ready Data: What CIOs Need to Know in 2025, to unpack the emerging trends, architectural shifts, and operational imperatives required to support advanced AI workloads—from real-time pipelines and hybrid cloud ecosystems to modern data governance and AI observability.

In this session, you’ll:

Learn how to evaluate and evolve your data architecture to support generative AI and real-time analytics at enterprise scale.
Understand best practices for unifying governance, lineage, and observability across hybrid and multi-cloud environments.
Discover organizational strategies to bridge the gap between data engineering, MLOps, and business value realization.

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/YdxCBLSjItI,1,AI-Ready Data: What CIOs Need to Know in 2025,https://i.ytimg.com/vi/YdxCBLSjItI/maxresdefault.jpg,"{""astra"",""datastax"",""architecture""}",0fe724c3-b25b-406e-a380-0931e7f6889f,G,Education,en
3055916a-3939-4ef4-9c92-423c05a5af36,2025-05-13T19:51:05.000Z,"The DataStax AI PaaS simplifies GenAI RAG app and agentic development, from idea through to production, whether cloud or self-managed, in a secure and scalable manner via deep integrations with the top AI cloud providers. Astra DB and Langflow integrate seamlessly with the Microsoft Azure ecosystem, including Azure OpenAI models, making it easy to build and deploy GenAI applications.

By the end of the workshop, you will have:

--Created an end-to-end GenAI RAG app with Langflow
--Integrated with Microsoft Azure OpenAI embedding and foundation models
--Spun up a vector database on DataStax Astra DB

There will be additional Q&A time to ask our Microsoft expert anything about optimizing your DataStax strategy on Azure.

Livestream Resources: 
Sign up for DataStax Astra: dtsx.io/astra_signup
Sign up via Azure Marketplace: dtsx.io/signup
Azure AI Foundry: https://ai.azure.com
Workshop material: dtsx.io/azure_webinar 
Slide deck: dtsx.io/azure_preso
Connect with Greg on LI: dtsx.io/Greg_LI
datastax.com/platform/microsoft-azure
Reach out to us for more information: hvm-global@datastax.com


Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/gAYZP-LUbwc,1,Get Started with Azure OpenAI and Langflow,https://i.ytimg.com/vi/gAYZP-LUbwc/maxresdefault.jpg,"{""scalable"",""workshop"",""astra"",""vector"",""datastax"",""database""}",f9deee11-d1bf-4770-9ac6-6b77fff1a48b,G,Education,en
1a07d800-6436-4673-8ac8-1c208cfe3b09,2025-05-05T18:38:35.000Z,"Astra DB over MCP lets you create and manage databases without writing a single line of code. 🙌

Watch the full tutorial to learn how to get started: https://dtsx.io/3EGyLbk",https://www.youtube.com/embed/sMZYvU3WmKE,1,Astra DB + MCP: A New Era for Database Interaction,https://i.ytimg.com/vi/sMZYvU3WmKE/maxresdefault.jpg,"{""astra"",""tutorial"",""database""}",73bc3149-6258-4953-8d87-2236a94dccb2,G,Education,en
ea371268-a284-40cf-b60e-7ded19d0544b,2025-05-01T04:59:45.000Z,"Are your AI workflows delivering inconsistent results? How can you get Agents and RAG applications at accuracy levels to get into production more quickly?

Join Alejandro Cantarero, Field CTO AI at DataStax, and Rich Young, Partner Solutions Architect from Arize, for a deep dive into AI accuracy optimization. We’ll discuss real-life use cases and show you how to measure and improve retrieval-augmented generation (RAG) pipelines – and then demonstrate this with Langflow, Astra DB, NVIDIA AI Enterprise, and Arize Phoenix.

What you'll learn:

--How to measure AI accuracy using evaluation tools
--Boost retrieval accuracy with Hybrid Search (BM25 + Vector + Reranking)
--Build & evaluate a RAG system with Langflow, Astra DB & NVIDIA NeMo
--Use Cases: AI search, product recommendations, chatbot optimization

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs",https://www.youtube.com/embed/c5RXIM-huWY,1,Build More Accurate AI Apps with Langflow + Arize,https://i.ytimg.com/vi/c5RXIM-huWY/maxresdefault.jpg,"{""astra"",""search"",""demo"",""vector"",""datastax""}",d3de6c21-7824-44f9-ae9d-5e687b7c32f8,G,Education,en
75d27576-5a4a-478c-8f70-e99bfbdb4e23,2025-04-30T20:47:40.000Z,"Join Developer Relations Engineer David Jones-Gilardi as he unveils an innovative way to use email as an AI interface application powered by Langflow. Discover how to set up an agentic flow that allows seamless interaction without the need for external tools or sign-ups. Perfect for those looking to integrate AI into everyday communication effortlessly!

Resources:
Langflow (Open Source): http://www.langflow.org
Twilio SendGrid: https://sendgrid.com
GitHub Repository for Email Agent Interface: https://github.com/SonicDMG/email_agent_interface

Additional Resources:
- DataStax Developer Hub: https://dtsx.io/devhub
- DataStax Blog: https://dtsx.io/howto
- Try Langflow: https://dtsx.io/trylangflow
- Try Astra DB: https://dtsx.io/40kQpI6
____________________

Stay in touch:
- Join our Discord Community: https://discord.gg/datastax
- Follow us on X: https://x.com/DataStaxDevs

Chapters
00:00:00 | 👋 Introduction to Email as an AI Interface
00:01:02 | 📧 Sending Emails to LangFlow
00:02:25 | 🔍 Under the Hood: Webhook and nGrok
00:03:30 | 📬 Using Twilio SendGrid for Email Routing
00:05:07 | 🛠️ Webhook Functionality and LangFlow Integration
00:06:00 | 🔄 Agentic Flow Setup and Task Management
00:08:03 | 📤 Handling Incoming Emails and Structured Output
00:09:21 | 📧 Email Agent and Custom Components
00:10:19 | 🛠️ Agentic Tools and Flow Complexity
00:12:01 | 🧪 Local Testing and Session Management
00:14:28 | 📂 GitHub Repository and Getting Started

#LangFlow #EmailAI #AgenticFlow #TwilioSendGrid #AIIntegration",https://www.youtube.com/embed/7h0rv1L_5TM,1,Build an Email-Powered AI Agent with Twilio and Langflow,https://i.ytimg.com/vi/7h0rv1L_5TM/maxresdefault.jpg,"{""getting_started"",""astra"",""datastax"",""introduction""}",a08046ad-cf46-43ab-924b-e244978a8ceb,G,Education,en
1a87bee2-cf03-4f8d-8b7e-ba1094738b0b,2025-04-25T08:36:30.000Z,,https://www.youtube.com/embed/R7xDgMfXKiE,1,Berlin AI Meetup,https://i.ytimg.com/vi/R7xDgMfXKiE/maxresdefault.jpg,"{""database""}",2eb75bd8-de81-4fe0-8d08-e4f3c1d16679,G,Education,en
