userid,commentid,videoid,comment,sentiment_score
48674078-574f-4724-b5d9-87016ab922a7,090f7c74-b9cd-11f0-9a37-62bc60f3bc08,4d0eb32f-316a-4ec9-a89b-72633d5e7513,This video on vector search was super helpful. Keep up the great work!,0.629
7fff0459-0b5c-4d58-b69d-7c5a05b794c8,090f7cce-b9cd-11f0-9a37-62bc60f3bc08,90aceba3-96fc-4c77-946e-13b61d9626ff,Clear and well-explained. Astra is fascinating.,0.771
e030d06c-f12b-4864-9caf-288787175c19,090f7d32-b9cd-11f0-9a37-62bc60f3bc08,46b0f9b3-3cc9-4486-ba84-bee6b4d84a79,Clear and well-explained. Astra is fascinating.,0.566
a4ddff95-cbff-4740-ae79-b8574899bffe,090f7d8c-b9cd-11f0-9a37-62bc60f3bc08,7dc91a1c-225f-4550-883d-43748b1509cc,Excellent explanation of scaling. Very clear and concise.,0.75
e56a738d-7fa4-4810-a297-c8ec3b01348b,090f7df0-b9cd-11f0-9a37-62bc60f3bc08,6830c93e-77b7-41ee-8a8c-f39177120aed,Clear and well-explained. data modeling is fascinating.,0.674
a4ddff95-cbff-4740-ae79-b8574899bffe,090f7e54-b9cd-11f0-9a37-62bc60f3bc08,f530ba4d-1647-4731-bf50-8c4d891e07bd,Excellent explanation of the architecture. Very clear and concise.,1.0
445cc34e-9262-48e0-b01b-f0de3548a7fc,090f7eb8-b9cd-11f0-9a37-62bc60f3bc08,612443a2-8353-4d26-9911-b37fad90b154,Clear and well-explained. Astra is fascinating.,0.838
d6f6d064-01bb-48e1-be4f-3aeb414f608d,090f7f12-b9cd-11f0-9a37-62bc60f3bc08,e9134318-5c34-4b9a-a241-a5353a5edf26,Great tutorial! Really helped me understand NoSQL.,0.587
e813a899-e18e-40c9-bbcc-9065a4ca6244,090f7f76-b9cd-11f0-9a37-62bc60f3bc08,426f9ef8-0e4d-462b-91a5-19ce9fac31eb,Excellent explanation of scaling. Very clear and concise.,0.618
a4d59ee8-e38b-4bf7-8a1e-ae2efcb3f977,090f7fd0-b9cd-11f0-9a37-62bc60f3bc08,cbf873db-c637-4418-a30b-002db4b1f642,Amazing demo! the architecture seems really powerful.,0.529
1ff37ab2-07b5-4e18-b866-f942b720dd1c,090f8034-b9cd-11f0-9a37-62bc60f3bc08,10ac50ff-77d8-460f-8ce2-f4cd836fea16,Great tutorial! Really helped me understand performance optimization.,0.888
6965008c-ca89-4dc9-8572-0b1d7ee7d1a9,090f8098-b9cd-11f0-9a37-62bc60f3bc08,07993db9-25c9-4b12-ace9-629e6bf0c184,Great tutorial! Really helped me understand CQL.,0.663
a7f331e5-7fb0-46b0-8f2a-5a29f74a7973,090f80f2-b9cd-11f0-9a37-62bc60f3bc08,b77d0ad9-c863-40da-8bad-8cd70cb0c1aa,Great tutorial! Really helped me understand CQL.,0.952
f99d80f2-6288-4de6-b331-775d65310862,090f814c-b9cd-11f0-9a37-62bc60f3bc08,ebbf2a30-0260-4ac5-94ce-f658a2c918d7,Clear and well-explained. data modeling is fascinating.,0.833
0778d242-7c90-47f0-8ecb-ddf07636e712,090f81b0-b9cd-11f0-9a37-62bc60f3bc08,610ee89f-c30d-41e2-a212-4434b87864ed,This video on vector search was super helpful. Keep up the great work!,0.865
83c5859b-eca4-429a-ad41-00f700b9c435,090f8214-b9cd-11f0-9a37-62bc60f3bc08,a085f29b-89f3-401d-82eb-2b3527dcf455,Excellent explanation of Astra. Very clear and concise.,0.65
2ea79d13-3e65-4208-9711-a3ab26dc6422,090f826e-b9cd-11f0-9a37-62bc60f3bc08,ea6ec6a1-c1a9-450c-9e94-f70f2637205f,Great tutorial! Really helped me understand CQL.,0.823
d08d504e-ba33-4d5e-bbef-c85a65f6d469,090f82c8-b9cd-11f0-9a37-62bc60f3bc08,4c548f22-7092-45c9-8b3c-310c77474442,Thanks for sharing this. NoSQL is exactly what I needed.,0.552
1f8a537c-a6d7-4b4a-b206-235f2087961d,090f8322-b9cd-11f0-9a37-62bc60f3bc08,a0d71426-92f3-4803-af7b-782cfacc933f,Love the content! distributed databases makes so much more sense now.,0.755
3771134d-a0de-4b06-a1fa-bcb292f22299,090f837c-b9cd-11f0-9a37-62bc60f3bc08,607bdf3c-9172-48d3-9239-78f1ff9f7a9e,Amazing demo! vector search seems really powerful.,0.873
0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,090f83e0-b9cd-11f0-9a37-62bc60f3bc08,a5b0d171-fc72-4e49-a77b-417fb3e4b4d1,Love the content! Cassandra makes so much more sense now.,0.845
9f6f4b21-d3cc-49bc-a7ac-303ba89eb728,090f843a-b9cd-11f0-9a37-62bc60f3bc08,a372d383-5a41-434e-b9af-6518f8bc03f6,Great tutorial! Really helped me understand distributed databases.,0.667
67cc0481-7571-4591-81ca-a464cd2962b5,090f849e-b9cd-11f0-9a37-62bc60f3bc08,b3c2cff5-4e66-4851-b9c1-d82a9acef6bc,Love the content! Astra makes so much more sense now.,0.798
5b0f26c1-26f0-4e37-b213-66c33a01c504,090f84f8-b9cd-11f0-9a37-62bc60f3bc08,ae5e72dd-e66d-4c27-8c98-028cd247bc07,Clear and well-explained. CQL is fascinating.,0.827
b85cc456-a668-4e9b-a3c9-fe874ab57cd4,090f8552-b9cd-11f0-9a37-62bc60f3bc08,48c5fc14-06e6-4689-b3f7-b18474ee8bbe,Amazing demo! data modeling seems really powerful.,0.834
e654cfeb-f067-4610-acf6-12f1fb3ceb50,090f85ac-b9cd-11f0-9a37-62bc60f3bc08,09590828-adf8-4885-a3f0-76ec67c3ba69,Clear and well-explained. Cassandra is fascinating.,0.642
1ff37ab2-07b5-4e18-b866-f942b720dd1c,090f861a-b9cd-11f0-9a37-62bc60f3bc08,6b85b5a2-ae1a-465d-8c9c-53d4bc820c98,Clear and well-explained. consistency is fascinating.,0.715
e7114baa-4d96-4fdb-a5ca-771bc4208cfd,090f8674-b9cd-11f0-9a37-62bc60f3bc08,1eaf0ffb-6cee-42d5-8729-74d5329d5362,Thanks for sharing this. vector search is exactly what I needed.,0.832
bce91e95-e356-4a55-beed-102efaa374a0,090f86d8-b9cd-11f0-9a37-62bc60f3bc08,61444bf7-58fa-425b-94da-96bbd1a43947,Amazing demo! data modeling seems really powerful.,0.717
a4d59ee8-e38b-4bf7-8a1e-ae2efcb3f977,090f8732-b9cd-11f0-9a37-62bc60f3bc08,8b96ce2b-0aac-496b-8466-b2471924a593,This video on vector search was super helpful. Keep up the great work!,0.545
4a67481c-0b3d-49fe-ba8f-cac448641c6a,090f8796-b9cd-11f0-9a37-62bc60f3bc08,09590828-adf8-4885-a3f0-76ec67c3ba69,Amazing demo! distributed databases seems really powerful.,0.603
642e371c-7fad-4eaa-8c8b-df66a101fbc5,090f87f0-b9cd-11f0-9a37-62bc60f3bc08,2002307e-b26a-47b6-ba43-ecc98f99b707,Thanks for sharing this. the architecture is exactly what I needed.,0.576
a7f331e5-7fb0-46b0-8f2a-5a29f74a7973,090f884a-b9cd-11f0-9a37-62bc60f3bc08,9f880f57-e87d-4068-90ac-e3f44c08fb14,Amazing demo! consistency seems really powerful.,0.563
d03a0559-5de9-4892-9fed-e90f0f4abe86,090f88a4-b9cd-11f0-9a37-62bc60f3bc08,a2959abf-6f43-4e2f-a195-8f1d521f569c,This video on data modeling was super helpful. Keep up the great work!,0.76
07ddfb9a-deb2-4387-9361-b36cf5cd7404,090f8908-b9cd-11f0-9a37-62bc60f3bc08,a85e289e-732b-4815-946a-99a7e614a447,Excellent explanation of scaling. Very clear and concise.,0.779
f99d80f2-6288-4de6-b331-775d65310862,090f896c-b9cd-11f0-9a37-62bc60f3bc08,124af86e-13eb-4d53-8b55-ace6e470468d,Thanks for covering scaling. Looking forward to more content!,0.872
c2f2a119-de91-4739-9690-62771077a745,090f89c6-b9cd-11f0-9a37-62bc60f3bc08,2f384b6c-abeb-4599-b264-95a0045d1ef3,Amazing demo! CQL seems really powerful.,0.611
c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,090f8a2a-b9cd-11f0-9a37-62bc60f3bc08,148d3c5a-bcf0-4f25-83e8-c1ee584968df,Thanks for covering scaling. Looking forward to more content!,0.661
601c0c09-4e92-4d58-8cfa-ee1fe70e7b35,090f8a8e-b9cd-11f0-9a37-62bc60f3bc08,e0cbed52-696e-4a33-90f9-bf2033798cf5,Thanks for sharing this. NoSQL is exactly what I needed.,0.814
67f7b8b3-ff28-4f69-8763-3f19cda1627d,090f8ae8-b9cd-11f0-9a37-62bc60f3bc08,62cf8a62-f819-465c-b276-ab2c19161d81,Great tutorial! Really helped me understand Astra.,0.729
e56a738d-7fa4-4810-a297-c8ec3b01348b,090f8b4c-b9cd-11f0-9a37-62bc60f3bc08,1e36de4b-9fcd-4673-90f5-4a603da00cc9,Clear and well-explained. this topic is fascinating.,0.648
e654cfeb-f067-4610-acf6-12f1fb3ceb50,090f8bb0-b9cd-11f0-9a37-62bc60f3bc08,30be87db-2eb0-4638-920f-56454caa2298,Thanks for covering performance optimization. Looking forward to more content!,0.624
14549f3c-934c-4498-9aa1-9ac2b75fb8f2,090f8c14-b9cd-11f0-9a37-62bc60f3bc08,6f906e05-9e8f-419f-82ae-8a4b8ba08e0f,Great tutorial! Really helped me understand this topic.,0.592
83c5859b-eca4-429a-ad41-00f700b9c435,090f8c6e-b9cd-11f0-9a37-62bc60f3bc08,68af530c-41fb-4dc9-88b1-b9c9c849cad5,Thanks for sharing this. the architecture is exactly what I needed.,0.674
08b2ae67-99e0-43fa-96f2-db6f5db474df,090f8cdc-b9cd-11f0-9a37-62bc60f3bc08,e3739e97-e485-48e6-ae55-fc9fdd8e737a,Excellent explanation of Astra. Very clear and concise.,0.666
514b0c9d-dbc5-442e-9466-ae00110d79ce,090f8d36-b9cd-11f0-9a37-62bc60f3bc08,8609cc83-6dd6-489f-9c9d-92caf226025c,Clear and well-explained. vector search is fascinating.,0.735
00ef528f-ffd6-461e-979d-1eb3d382ef29,090f8d9a-b9cd-11f0-9a37-62bc60f3bc08,7191d872-5865-4ab1-b8b9-7850c4a48966,Thanks for sharing this. Astra is exactly what I needed.,0.477
119a651b-bdd1-404b-9a29-fcfd6feb726e,090f8df4-b9cd-11f0-9a37-62bc60f3bc08,b4237022-d1ac-4d29-8286-f6daf631646e,Love the content! NoSQL makes so much more sense now.,0.664
14549f3c-934c-4498-9aa1-9ac2b75fb8f2,090f8e58-b9cd-11f0-9a37-62bc60f3bc08,3a92ff00-8d06-48ee-a37f-d65b46e35995,Amazing demo! data modeling seems really powerful.,0.484
ad915a6b-5ddf-433e-9dd8-50175154884b,090f8eb2-b9cd-11f0-9a37-62bc60f3bc08,c006c47b-7da1-4f3f-8cc8-3f1161c21e6f,Amazing demo! NoSQL seems really powerful.,0.928
2ea79d13-3e65-4208-9711-a3ab26dc6422,090f8f16-b9cd-11f0-9a37-62bc60f3bc08,73498cbc-948f-4ba2-9202-38f83e04c095,Love the content! the architecture makes so much more sense now.,0.653
aa792c9b-85bd-4713-9788-5d6421ad2744,090f8f7a-b9cd-11f0-9a37-62bc60f3bc08,3e5f883f-2fff-4734-aadd-61e52f6b8133,Excellent explanation of scaling. Very clear and concise.,0.594
0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,090f8fd4-b9cd-11f0-9a37-62bc60f3bc08,22526934-c0c9-4156-b0b0-6558d57d0332,Thanks for sharing this. scaling is exactly what I needed.,0.352
ffd032c3-4d2b-4385-92e4-5bb6b3bfb5da,090f9038-b9cd-11f0-9a37-62bc60f3bc08,2882b8bf-c8df-4cec-8225-861d6273e68b,Amazing demo! Cassandra seems really powerful.,0.639
e34239e7-c820-48a6-b1f7-4a2934c6fc39,090f9092-b9cd-11f0-9a37-62bc60f3bc08,0508e75d-321d-45b8-b428-436605412434,This video on distributed databases was super helpful. Keep up the great work!,0.772
d4df1838-8494-4adf-95be-a508501511b4,090f90f6-b9cd-11f0-9a37-62bc60f3bc08,a7fed50a-6359-4f56-b730-c8318f38b2da,Thanks for sharing this. NoSQL is exactly what I needed.,0.739
0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,090f9150-b9cd-11f0-9a37-62bc60f3bc08,e0e291a6-5e82-4810-9075-58c0bf695b89,Great tutorial! Really helped me understand scaling.,0.643
1dfc4340-07a3-431e-a655-b89d84c8be11,090f91aa-b9cd-11f0-9a37-62bc60f3bc08,79577345-9470-41e2-93d1-311b10a1f8ae,Clear and well-explained. CQL is fascinating.,0.848
936e23e3-8b8c-4961-a84d-4ad15bdd114a,090f920e-b9cd-11f0-9a37-62bc60f3bc08,e0e291a6-5e82-4810-9075-58c0bf695b89,Thanks for covering Cassandra. Looking forward to more content!,0.941
6fa895f2-5e2a-4c0b-87f4-d918058fad15,090f9268-b9cd-11f0-9a37-62bc60f3bc08,5407830e-a931-4c47-bac8-a5cfc6726bbc,Thanks for covering performance optimization. Looking forward to more content!,0.646
02028562-4325-46ca-87f1-04b1de31fa69,090f92cc-b9cd-11f0-9a37-62bc60f3bc08,aaeb6a72-5290-4b88-9fce-87711cecc911,This video on NoSQL was super helpful. Keep up the great work!,0.943
c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,090f9326-b9cd-11f0-9a37-62bc60f3bc08,49423b31-1ee4-4908-b4d1-d9fc4f9d1db0,This video on Astra was super helpful. Keep up the great work!,0.615
514b0c9d-dbc5-442e-9466-ae00110d79ce,090f938a-b9cd-11f0-9a37-62bc60f3bc08,cad7d4e2-7b1d-4473-9061-87dd0da8866f,Clear and well-explained. the architecture is fascinating.,0.524
f9a882ac-252a-4057-bd04-6a7e249d2f91,090f93e4-b9cd-11f0-9a37-62bc60f3bc08,b446ecf8-81c1-4ed9-adfc-1b8bb747d265,This video on performance optimization was super helpful. Keep up the great work!,0.773
a4ddff95-cbff-4740-ae79-b8574899bffe,090f9448-b9cd-11f0-9a37-62bc60f3bc08,1eaf0ffb-6cee-42d5-8729-74d5329d5362,Thanks for sharing this. consistency is exactly what I needed.,0.787
445cc34e-9262-48e0-b01b-f0de3548a7fc,090f94ac-b9cd-11f0-9a37-62bc60f3bc08,e8bd854a-6c40-4606-97ad-c55505da1a2a,Love the content! data modeling makes so much more sense now.,0.71
d03a0559-5de9-4892-9fed-e90f0f4abe86,090f9506-b9cd-11f0-9a37-62bc60f3bc08,bf69f898-ee66-4c68-9d91-b1fb4d17636b,Clear and well-explained. data modeling is fascinating.,0.581
ecffd200-be26-42a1-b171-9305f8dba5cb,090f9560-b9cd-11f0-9a37-62bc60f3bc08,9460efec-e9ef-4de3-ac61-ceb068cebd21,Thanks for covering Astra. Looking forward to more content!,0.841
a4ddff95-cbff-4740-ae79-b8574899bffe,090f95c4-b9cd-11f0-9a37-62bc60f3bc08,09590828-adf8-4885-a3f0-76ec67c3ba69,This video on vector search was super helpful. Keep up the great work!,0.634
a4ddff95-cbff-4740-ae79-b8574899bffe,090f961e-b9cd-11f0-9a37-62bc60f3bc08,cf9bd809-129f-4dbf-b98f-bce6c4380ac0,This video on Cassandra was super helpful. Keep up the great work!,0.671
00ef528f-ffd6-461e-979d-1eb3d382ef29,090f9678-b9cd-11f0-9a37-62bc60f3bc08,6b487ef1-ffb5-4034-88a2-c1ad55ddc655,Excellent explanation of CQL. Very clear and concise.,0.762
c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,090f96dc-b9cd-11f0-9a37-62bc60f3bc08,9aaf66a5-6d38-4af2-9b89-a6f0d080014d,Excellent explanation of consistency. Very clear and concise.,0.497
caa4c108-872a-4cbb-956e-44c9e29eb987,090f9736-b9cd-11f0-9a37-62bc60f3bc08,3a92ff00-8d06-48ee-a37f-d65b46e35995,Love the content! distributed databases makes so much more sense now.,0.74
3125465c-b7cc-41be-9c8d-b2b1cd354e9e,090f9790-b9cd-11f0-9a37-62bc60f3bc08,2f1cd7c3-7653-4da7-80f9-f791fc1572a9,Clear and well-explained. data modeling is fascinating.,0.718
a8d2e23a-fce5-49d8-8d5f-680750de8081,090f97f4-b9cd-11f0-9a37-62bc60f3bc08,cebcd63a-409e-4bf7-9eb7-0b27e0963237,Clear and well-explained. scaling is fascinating.,0.591
bce91e95-e356-4a55-beed-102efaa374a0,090f984e-b9cd-11f0-9a37-62bc60f3bc08,a4f16f09-bfc1-4950-a1d6-729d024a1ec2,Thanks for sharing this. data modeling is exactly what I needed.,0.791
9656e360-6524-4a65-b319-aa1b74064e8b,090f98a8-b9cd-11f0-9a37-62bc60f3bc08,5e9a162f-d632-468b-8588-61c3710414a1,This video on consistency was super helpful. Keep up the great work!,0.549
1ff37ab2-07b5-4e18-b866-f942b720dd1c,090f9902-b9cd-11f0-9a37-62bc60f3bc08,dac59a3e-5c97-427e-860a-5fcb695e0f7c,Great tutorial! Really helped me understand performance optimization.,0.583
