videoid,commentid,comment,userid,sentiment_score
3584605e-5bfd-4759-8f8a-b94a986af3d4,090f7012-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! consistency seems really powerful.,d247549d-739e-4f32-8755-120bcf1fa1ce,0.583
80b860c9-62a0-42b1-987e-c814cbba2733,090f7076-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of the architecture. Very clear and concise.,dfeb9325-c435-4916-88cc-de34a2372195,0.802
7a3dea02-332d-4dc2-82ce-b4be818fbb2a,090f70ee-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of NoSQL. Very clear and concise.,95955bc0-c8a1-4253-b9bc-98d86fd6ad81,0.6
72a64848-ea47-45e0-87fa-78cc9aaf48ac,090f7152-b9cd-11f0-9a37-62bc60f3bc08,Love the content! consistency makes so much more sense now.,2a8018d2-34b8-4b44-968e-a9fc035ae052,0.886
81275da9-82ab-4f99-9eab-03c9704b819d,090f71b6-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of distributed databases. Very clear and concise.,07ddfb9a-deb2-4387-9361-b36cf5cd7404,0.503
ff829392-ccb1-49a6-a46e-3bb209d5a296,090f721a-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! data modeling seems really powerful.,bc9a061d-f1e2-4ccc-a39b-9aedf110dad9,0.706
5e9a162f-d632-468b-8588-61c3710414a1,090f7288-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! scaling seems really powerful.,61ed238d-53fd-4923-a1d9-6fffe5f1ec68,0.676
caed2df1-5ff4-4e1d-bc40-87d38343981a,090f72e2-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. scaling is fascinating.,30c19a00-907c-4d7c-9e4d-d765280b7956,0.767
94f0d7a4-11b1-44fe-ae75-098f9fe9a952,090f7346-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! performance optimization seems really powerful.,de214ef7-4edf-4ce4-bb0b-4e499b39c8ec,0.674
a372d383-5a41-434e-b9af-6518f8bc03f6,090f73aa-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering consistency. Looking forward to more content!,9c6415ed-e0f0-4b8c-bfed-97e4795afb24,0.651
b3c2cff5-4e66-4851-b9c1-d82a9acef6bc,090f740e-b9cd-11f0-9a37-62bc60f3bc08,Love the content! this topic makes so much more sense now.,67f7b8b3-ff28-4f69-8763-3f19cda1627d,0.845
ae5e72dd-e66d-4c27-8c98-028cd247bc07,090f7468-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of vector search. Very clear and concise.,6fa895f2-5e2a-4c0b-87f4-d918058fad15,0.486
3b554f73-97e2-4f51-a04e-2f463d1ad3f8,090f74cc-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. performance optimization is fascinating.,2a369eae-878f-4615-abde-f6976b55abd0,0.764
ab8f646b-a863-4ce4-a42d-129c1a720b70,090f7530-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. scaling is fascinating.,d4df1838-8494-4adf-95be-a508501511b4,0.841
5407830e-a931-4c47-bac8-a5cfc6726bbc,090f7594-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand consistency.,b9e7fea1-57bf-481e-90d2-789965b0b1e6,0.801
8609cc83-6dd6-489f-9c9d-92caf226025c,090f75f8-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering distributed databases. Looking forward to more content!,15222783-f734-49db-9109-dd558ff1e13e,0.742
99cb3fa2-b1a4-4e93-b9fb-35984aad65d3,090f765c-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! Cassandra seems really powerful.,edbf0dd0-83c3-44b8-b50e-de0b9fd520ca,0.646
09590828-adf8-4885-a3f0-76ec67c3ba69,090f76c0-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. this topic is exactly what I needed.,7b999356-64d2-44c8-bdc6-81a6f002c3b3,0.787
3b46f04d-1d9b-4497-a8f0-60ad3679a1f6,090f7724-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand Astra.,bb3b6846-0806-4182-a883-fef88b0f23ce,0.756
372df632-aef0-4fb3-96a4-082e32e765a8,090f777e-b9cd-11f0-9a37-62bc60f3bc08,This video on data modeling was super helpful. Keep up the great work!,dd919cc2-cb00-4df2-8a23-4aee419acea7,0.792
4e0af0f4-c8f1-4966-9b35-4ff196d296ed,090f77e2-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! CQL seems really powerful.,c81c196d-ffcf-43e8-bb38-b59271ddd97e,0.533
98c241e6-4cc6-4ad8-9937-bc8a79b1f63b,090f783c-b9cd-11f0-9a37-62bc60f3bc08,Love the content! CQL makes so much more sense now.,7777b733-a6b8-47e7-83ad-bc2739ae9954,0.886
349a40ee-d651-4f7a-bedd-b0d8b5c994c6,090f78a0-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand CQL.,30ab73cd-d7de-47a6-bbbe-6641208a3387,0.685
9ab33abf-b3cd-45be-8ee3-1efe324372dc,090f7904-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! Cassandra seems really powerful.,6fa895f2-5e2a-4c0b-87f4-d918058fad15,0.723
ab8f646b-a863-4ce4-a42d-129c1a720b70,090f7968-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. consistency is exactly what I needed.,0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,0.744
82c63fc9-070d-4cd4-88c2-3b9b5ea70171,090f79cc-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! the architecture seems really powerful.,9cb03d65-af57-4c16-9a7c-c77fa12bc31e,0.563
a372d383-5a41-434e-b9af-6518f8bc03f6,090f7a30-b9cd-11f0-9a37-62bc60f3bc08,Love the content! this topic makes so much more sense now.,8e8fda47-0303-43a3-87cf-a7f7c23e00cc,0.609
9cb3cb19-0330-4c3f-84d6-f274e0df2763,090f7a94-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand this topic.,1f94f5ef-b3c7-4e56-b874-7f4e9a4bf8b9,0.791
9bd5e9df-4f40-4e09-b4a3-b61138b6c05d,090f7aee-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. data modeling is exactly what I needed.,15222783-f734-49db-9109-dd558ff1e13e,0.571
e472ab3f-cca0-42e4-9f11-4f617f0cd5a1,090f7b52-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. CQL is exactly what I needed.,d03a0559-5de9-4892-9fed-e90f0f4abe86,0.667
e93ed3c5-c714-4644-b7b5-9ca05eaad0ca,090f7bac-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. performance optimization is fascinating.,22a94842-d16b-48dc-809f-838e0f8c3390,0.91
fc402c10-9d58-478b-98d2-50ee939efd03,090f7c10-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. data modeling is fascinating.,61ed238d-53fd-4923-a1d9-6fffe5f1ec68,0.72
4d0eb32f-316a-4ec9-a89b-72633d5e7513,090f7c74-b9cd-11f0-9a37-62bc60f3bc08,This video on vector search was super helpful. Keep up the great work!,48674078-574f-4724-b5d9-87016ab922a7,0.629
90aceba3-96fc-4c77-946e-13b61d9626ff,090f7cce-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. Astra is fascinating.,7fff0459-0b5c-4d58-b69d-7c5a05b794c8,0.771
46b0f9b3-3cc9-4486-ba84-bee6b4d84a79,090f7d32-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. Astra is fascinating.,e030d06c-f12b-4864-9caf-288787175c19,0.566
7dc91a1c-225f-4550-883d-43748b1509cc,090f7d8c-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of scaling. Very clear and concise.,a4ddff95-cbff-4740-ae79-b8574899bffe,0.75
6830c93e-77b7-41ee-8a8c-f39177120aed,090f7df0-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. data modeling is fascinating.,e56a738d-7fa4-4810-a297-c8ec3b01348b,0.674
f530ba4d-1647-4731-bf50-8c4d891e07bd,090f7e54-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of the architecture. Very clear and concise.,a4ddff95-cbff-4740-ae79-b8574899bffe,1.0
612443a2-8353-4d26-9911-b37fad90b154,090f7eb8-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. Astra is fascinating.,445cc34e-9262-48e0-b01b-f0de3548a7fc,0.838
e9134318-5c34-4b9a-a241-a5353a5edf26,090f7f12-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand NoSQL.,d6f6d064-01bb-48e1-be4f-3aeb414f608d,0.587
426f9ef8-0e4d-462b-91a5-19ce9fac31eb,090f7f76-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of scaling. Very clear and concise.,e813a899-e18e-40c9-bbcc-9065a4ca6244,0.618
cbf873db-c637-4418-a30b-002db4b1f642,090f7fd0-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! the architecture seems really powerful.,a4d59ee8-e38b-4bf7-8a1e-ae2efcb3f977,0.529
10ac50ff-77d8-460f-8ce2-f4cd836fea16,090f8034-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand performance optimization.,1ff37ab2-07b5-4e18-b866-f942b720dd1c,0.888
07993db9-25c9-4b12-ace9-629e6bf0c184,090f8098-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand CQL.,6965008c-ca89-4dc9-8572-0b1d7ee7d1a9,0.663
b77d0ad9-c863-40da-8bad-8cd70cb0c1aa,090f80f2-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand CQL.,a7f331e5-7fb0-46b0-8f2a-5a29f74a7973,0.952
ebbf2a30-0260-4ac5-94ce-f658a2c918d7,090f814c-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. data modeling is fascinating.,f99d80f2-6288-4de6-b331-775d65310862,0.833
610ee89f-c30d-41e2-a212-4434b87864ed,090f81b0-b9cd-11f0-9a37-62bc60f3bc08,This video on vector search was super helpful. Keep up the great work!,0778d242-7c90-47f0-8ecb-ddf07636e712,0.865
a085f29b-89f3-401d-82eb-2b3527dcf455,090f8214-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Astra. Very clear and concise.,83c5859b-eca4-429a-ad41-00f700b9c435,0.65
ea6ec6a1-c1a9-450c-9e94-f70f2637205f,090f826e-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand CQL.,2ea79d13-3e65-4208-9711-a3ab26dc6422,0.823
4c548f22-7092-45c9-8b3c-310c77474442,090f82c8-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. NoSQL is exactly what I needed.,d08d504e-ba33-4d5e-bbef-c85a65f6d469,0.552
a0d71426-92f3-4803-af7b-782cfacc933f,090f8322-b9cd-11f0-9a37-62bc60f3bc08,Love the content! distributed databases makes so much more sense now.,1f8a537c-a6d7-4b4a-b206-235f2087961d,0.755
607bdf3c-9172-48d3-9239-78f1ff9f7a9e,090f837c-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! vector search seems really powerful.,3771134d-a0de-4b06-a1fa-bcb292f22299,0.873
a5b0d171-fc72-4e49-a77b-417fb3e4b4d1,090f83e0-b9cd-11f0-9a37-62bc60f3bc08,Love the content! Cassandra makes so much more sense now.,0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,0.845
a372d383-5a41-434e-b9af-6518f8bc03f6,090f843a-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand distributed databases.,9f6f4b21-d3cc-49bc-a7ac-303ba89eb728,0.667
b3c2cff5-4e66-4851-b9c1-d82a9acef6bc,090f849e-b9cd-11f0-9a37-62bc60f3bc08,Love the content! Astra makes so much more sense now.,67cc0481-7571-4591-81ca-a464cd2962b5,0.798
ae5e72dd-e66d-4c27-8c98-028cd247bc07,090f84f8-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. CQL is fascinating.,5b0f26c1-26f0-4e37-b213-66c33a01c504,0.827
48c5fc14-06e6-4689-b3f7-b18474ee8bbe,090f8552-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! data modeling seems really powerful.,b85cc456-a668-4e9b-a3c9-fe874ab57cd4,0.834
09590828-adf8-4885-a3f0-76ec67c3ba69,090f85ac-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. Cassandra is fascinating.,e654cfeb-f067-4610-acf6-12f1fb3ceb50,0.642
6b85b5a2-ae1a-465d-8c9c-53d4bc820c98,090f861a-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. consistency is fascinating.,1ff37ab2-07b5-4e18-b866-f942b720dd1c,0.715
1eaf0ffb-6cee-42d5-8729-74d5329d5362,090f8674-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. vector search is exactly what I needed.,e7114baa-4d96-4fdb-a5ca-771bc4208cfd,0.832
61444bf7-58fa-425b-94da-96bbd1a43947,090f86d8-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! data modeling seems really powerful.,bce91e95-e356-4a55-beed-102efaa374a0,0.717
8b96ce2b-0aac-496b-8466-b2471924a593,090f8732-b9cd-11f0-9a37-62bc60f3bc08,This video on vector search was super helpful. Keep up the great work!,a4d59ee8-e38b-4bf7-8a1e-ae2efcb3f977,0.545
09590828-adf8-4885-a3f0-76ec67c3ba69,090f8796-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! distributed databases seems really powerful.,4a67481c-0b3d-49fe-ba8f-cac448641c6a,0.603
2002307e-b26a-47b6-ba43-ecc98f99b707,090f87f0-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. the architecture is exactly what I needed.,642e371c-7fad-4eaa-8c8b-df66a101fbc5,0.576
9f880f57-e87d-4068-90ac-e3f44c08fb14,090f884a-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! consistency seems really powerful.,a7f331e5-7fb0-46b0-8f2a-5a29f74a7973,0.563
a2959abf-6f43-4e2f-a195-8f1d521f569c,090f88a4-b9cd-11f0-9a37-62bc60f3bc08,This video on data modeling was super helpful. Keep up the great work!,d03a0559-5de9-4892-9fed-e90f0f4abe86,0.76
a85e289e-732b-4815-946a-99a7e614a447,090f8908-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of scaling. Very clear and concise.,07ddfb9a-deb2-4387-9361-b36cf5cd7404,0.779
124af86e-13eb-4d53-8b55-ace6e470468d,090f896c-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering scaling. Looking forward to more content!,f99d80f2-6288-4de6-b331-775d65310862,0.872
2f384b6c-abeb-4599-b264-95a0045d1ef3,090f89c6-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! CQL seems really powerful.,c2f2a119-de91-4739-9690-62771077a745,0.611
148d3c5a-bcf0-4f25-83e8-c1ee584968df,090f8a2a-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering scaling. Looking forward to more content!,c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,0.661
e0cbed52-696e-4a33-90f9-bf2033798cf5,090f8a8e-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. NoSQL is exactly what I needed.,601c0c09-4e92-4d58-8cfa-ee1fe70e7b35,0.814
62cf8a62-f819-465c-b276-ab2c19161d81,090f8ae8-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand Astra.,67f7b8b3-ff28-4f69-8763-3f19cda1627d,0.729
1e36de4b-9fcd-4673-90f5-4a603da00cc9,090f8b4c-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. this topic is fascinating.,e56a738d-7fa4-4810-a297-c8ec3b01348b,0.648
30be87db-2eb0-4638-920f-56454caa2298,090f8bb0-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering performance optimization. Looking forward to more content!,e654cfeb-f067-4610-acf6-12f1fb3ceb50,0.624
6f906e05-9e8f-419f-82ae-8a4b8ba08e0f,090f8c14-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand this topic.,14549f3c-934c-4498-9aa1-9ac2b75fb8f2,0.592
68af530c-41fb-4dc9-88b1-b9c9c849cad5,090f8c6e-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. the architecture is exactly what I needed.,83c5859b-eca4-429a-ad41-00f700b9c435,0.674
e3739e97-e485-48e6-ae55-fc9fdd8e737a,090f8cdc-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of Astra. Very clear and concise.,08b2ae67-99e0-43fa-96f2-db6f5db474df,0.666
8609cc83-6dd6-489f-9c9d-92caf226025c,090f8d36-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. vector search is fascinating.,514b0c9d-dbc5-442e-9466-ae00110d79ce,0.735
7191d872-5865-4ab1-b8b9-7850c4a48966,090f8d9a-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. Astra is exactly what I needed.,00ef528f-ffd6-461e-979d-1eb3d382ef29,0.477
b4237022-d1ac-4d29-8286-f6daf631646e,090f8df4-b9cd-11f0-9a37-62bc60f3bc08,Love the content! NoSQL makes so much more sense now.,119a651b-bdd1-404b-9a29-fcfd6feb726e,0.664
3a92ff00-8d06-48ee-a37f-d65b46e35995,090f8e58-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! data modeling seems really powerful.,14549f3c-934c-4498-9aa1-9ac2b75fb8f2,0.484
c006c47b-7da1-4f3f-8cc8-3f1161c21e6f,090f8eb2-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! NoSQL seems really powerful.,ad915a6b-5ddf-433e-9dd8-50175154884b,0.928
73498cbc-948f-4ba2-9202-38f83e04c095,090f8f16-b9cd-11f0-9a37-62bc60f3bc08,Love the content! the architecture makes so much more sense now.,2ea79d13-3e65-4208-9711-a3ab26dc6422,0.653
3e5f883f-2fff-4734-aadd-61e52f6b8133,090f8f7a-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of scaling. Very clear and concise.,aa792c9b-85bd-4713-9788-5d6421ad2744,0.594
22526934-c0c9-4156-b0b0-6558d57d0332,090f8fd4-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. scaling is exactly what I needed.,0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,0.352
2882b8bf-c8df-4cec-8225-861d6273e68b,090f9038-b9cd-11f0-9a37-62bc60f3bc08,Amazing demo! Cassandra seems really powerful.,ffd032c3-4d2b-4385-92e4-5bb6b3bfb5da,0.639
0508e75d-321d-45b8-b428-436605412434,090f9092-b9cd-11f0-9a37-62bc60f3bc08,This video on distributed databases was super helpful. Keep up the great work!,e34239e7-c820-48a6-b1f7-4a2934c6fc39,0.772
a7fed50a-6359-4f56-b730-c8318f38b2da,090f90f6-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. NoSQL is exactly what I needed.,d4df1838-8494-4adf-95be-a508501511b4,0.739
e0e291a6-5e82-4810-9075-58c0bf695b89,090f9150-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand scaling.,0bc4f06f-cc51-47d9-b4ee-79abbe8052ce,0.643
79577345-9470-41e2-93d1-311b10a1f8ae,090f91aa-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. CQL is fascinating.,1dfc4340-07a3-431e-a655-b89d84c8be11,0.848
e0e291a6-5e82-4810-9075-58c0bf695b89,090f920e-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering Cassandra. Looking forward to more content!,936e23e3-8b8c-4961-a84d-4ad15bdd114a,0.941
5407830e-a931-4c47-bac8-a5cfc6726bbc,090f9268-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering performance optimization. Looking forward to more content!,6fa895f2-5e2a-4c0b-87f4-d918058fad15,0.646
aaeb6a72-5290-4b88-9fce-87711cecc911,090f92cc-b9cd-11f0-9a37-62bc60f3bc08,This video on NoSQL was super helpful. Keep up the great work!,02028562-4325-46ca-87f1-04b1de31fa69,0.943
49423b31-1ee4-4908-b4d1-d9fc4f9d1db0,090f9326-b9cd-11f0-9a37-62bc60f3bc08,This video on Astra was super helpful. Keep up the great work!,c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,0.615
cad7d4e2-7b1d-4473-9061-87dd0da8866f,090f938a-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. the architecture is fascinating.,514b0c9d-dbc5-442e-9466-ae00110d79ce,0.524
b446ecf8-81c1-4ed9-adfc-1b8bb747d265,090f93e4-b9cd-11f0-9a37-62bc60f3bc08,This video on performance optimization was super helpful. Keep up the great work!,f9a882ac-252a-4057-bd04-6a7e249d2f91,0.773
1eaf0ffb-6cee-42d5-8729-74d5329d5362,090f9448-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. consistency is exactly what I needed.,a4ddff95-cbff-4740-ae79-b8574899bffe,0.787
e8bd854a-6c40-4606-97ad-c55505da1a2a,090f94ac-b9cd-11f0-9a37-62bc60f3bc08,Love the content! data modeling makes so much more sense now.,445cc34e-9262-48e0-b01b-f0de3548a7fc,0.71
bf69f898-ee66-4c68-9d91-b1fb4d17636b,090f9506-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. data modeling is fascinating.,d03a0559-5de9-4892-9fed-e90f0f4abe86,0.581
9460efec-e9ef-4de3-ac61-ceb068cebd21,090f9560-b9cd-11f0-9a37-62bc60f3bc08,Thanks for covering Astra. Looking forward to more content!,ecffd200-be26-42a1-b171-9305f8dba5cb,0.841
09590828-adf8-4885-a3f0-76ec67c3ba69,090f95c4-b9cd-11f0-9a37-62bc60f3bc08,This video on vector search was super helpful. Keep up the great work!,a4ddff95-cbff-4740-ae79-b8574899bffe,0.634
cf9bd809-129f-4dbf-b98f-bce6c4380ac0,090f961e-b9cd-11f0-9a37-62bc60f3bc08,This video on Cassandra was super helpful. Keep up the great work!,a4ddff95-cbff-4740-ae79-b8574899bffe,0.671
6b487ef1-ffb5-4034-88a2-c1ad55ddc655,090f9678-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of CQL. Very clear and concise.,00ef528f-ffd6-461e-979d-1eb3d382ef29,0.762
9aaf66a5-6d38-4af2-9b89-a6f0d080014d,090f96dc-b9cd-11f0-9a37-62bc60f3bc08,Excellent explanation of consistency. Very clear and concise.,c8262dfe-a0a2-4457-a367-0b77c7b4b1a7,0.497
3a92ff00-8d06-48ee-a37f-d65b46e35995,090f9736-b9cd-11f0-9a37-62bc60f3bc08,Love the content! distributed databases makes so much more sense now.,caa4c108-872a-4cbb-956e-44c9e29eb987,0.74
2f1cd7c3-7653-4da7-80f9-f791fc1572a9,090f9790-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. data modeling is fascinating.,3125465c-b7cc-41be-9c8d-b2b1cd354e9e,0.718
cebcd63a-409e-4bf7-9eb7-0b27e0963237,090f97f4-b9cd-11f0-9a37-62bc60f3bc08,Clear and well-explained. scaling is fascinating.,a8d2e23a-fce5-49d8-8d5f-680750de8081,0.591
a4f16f09-bfc1-4950-a1d6-729d024a1ec2,090f984e-b9cd-11f0-9a37-62bc60f3bc08,Thanks for sharing this. data modeling is exactly what I needed.,bce91e95-e356-4a55-beed-102efaa374a0,0.791
5e9a162f-d632-468b-8588-61c3710414a1,090f98a8-b9cd-11f0-9a37-62bc60f3bc08,This video on consistency was super helpful. Keep up the great work!,9656e360-6524-4a65-b319-aa1b74064e8b,0.549
dac59a3e-5c97-427e-860a-5fcb695e0f7c,090f9902-b9cd-11f0-9a37-62bc60f3bc08,Great tutorial! Really helped me understand performance optimization.,1ff37ab2-07b5-4e18-b866-f942b720dd1c,0.583
